"","state_fips_code","county_fips_code","naics","est","year"
"353","1","89","713950",3,2016
"354","1","89","71399/",16,2016
"355","1","89","713990",16,2016
"356","1","89","7212//",1,2016
"357","1","89","72121/",1,2016
"358","1","89","721214",1,2016
"359","1","91","71391/",2,2016
"360","1","91","713910",2,2016
"361","1","91","71394/",2,2016
"362","1","91","713940",2,2016
"363","1","91","71399/",1,2016
"364","1","91","713990",1,2016
"365","1","91","7212//",1,2016
"366","1","91","72121/",1,2016
"367","1","91","721214",1,2016
"368","1","93","71391/",1,2016
"369","1","93","713910",1,2016
"370","1","93","71394/",3,2016
"371","1","93","713940",3,2016
"372","1","93","7212//",1,2016
"373","1","93","72121/",1,2016
"374","1","93","721214",1,2016
"375","1","95","61162/",4,2016
"376","1","95","611620",4,2016
"377","1","95","71311/",1,2016
"378","1","95","713110",1,2016
"379","1","95","71391/",3,2016
"380","1","95","713910",3,2016
"381","1","95","71394/",4,2016
"382","1","95","713940",4,2016
"383","1","95","71395/",1,2016
"384","1","95","713950",1,2016
"385","1","95","71399/",5,2016
"386","1","95","713990",5,2016
"387","1","95","7212//",6,2016
"388","1","95","72121/",6,2016
"389","1","95","721211",6,2016
"390","1","97","61162/",11,2016
"391","1","97","611620",11,2016
"392","1","97","71213/",3,2016
"393","1","97","712130",3,2016
"394","1","97","71391/",4,2016
"395","1","97","713910",4,2016
"396","1","97","71394/",31,2016
"397","1","97","713940",31,2016
"398","1","97","71395/",2,2016
"399","1","97","713950",2,2016
"400","1","97","71399/",15,2016
"401","1","97","713990",15,2016
"402","1","97","7212//",2,2016
"403","1","97","72121/",2,2016
"404","1","97","721211",1,2016
"405","1","97","721214",1,2016
"406","1","99","61162/",1,2016
"407","1","99","611620",1,2016
"408","1","99","71391/",1,2016
"409","1","99","713910",1,2016
"410","1","99","71394/",1,2016
"411","1","99","713940",1,2016
"412","1","101","61162/",8,2016
"413","1","101","611620",8,2016
"414","1","101","71213/",1,2016
"415","1","101","712130",1,2016
"416","1","101","71391/",4,2016
"417","1","101","713910",4,2016
"418","1","101","71394/",20,2016
"419","1","101","713940",20,2016
"420","1","101","71395/",2,2016
"421","1","101","713950",2,2016
"422","1","101","71399/",10,2016
"423","1","101","713990",10,2016
"424","1","101","7212//",2,2016
"425","1","101","72121/",2,2016
"426","1","101","721211",2,2016
"427","1","103","61162/",5,2016
"428","1","103","611620",5,2016
"429","1","103","71219/",1,2016
"430","1","103","712190",1,2016
"431","1","103","71391/",4,2016
"432","1","103","713910",4,2016
"433","1","103","71394/",7,2016
"434","1","103","713940",7,2016
"435","1","103","71395/",2,2016
"436","1","103","713950",2,2016
"437","1","103","71399/",5,2016
"438","1","103","713990",5,2016
"439","1","103","7212//",1,2016
"440","1","103","72121/",1,2016
"441","1","103","721211",1,2016
"442","1","107","71391/",2,2016
"443","1","107","713910",2,2016
"444","1","107","71394/",2,2016
"445","1","107","713940",2,2016
"446","1","109","71391/",1,2016
"447","1","109","713910",1,2016
"448","1","109","71394/",2,2016
"449","1","109","713940",2,2016
"450","1","109","71399/",2,2016
"451","1","109","713990",2,2016
"452","1","109","7212//",1,2016
"453","1","109","72121/",1,2016
"454","1","109","721211",1,2016
"455","1","111","71391/",1,2016
"456","1","111","713910",1,2016
"457","1","113","61162/",1,2016
"458","1","113","611620",1,2016
"459","1","113","71394/",4,2016
"460","1","113","713940",4,2016
"461","1","113","71399/",1,2016
"462","1","113","713990",1,2016
"463","1","115","61162/",2,2016
"464","1","115","611620",2,2016
"465","1","115","71391/",1,2016
"466","1","115","713910",1,2016
"467","1","115","71394/",3,2016
"468","1","115","713940",3,2016
"469","1","115","7212//",2,2016
"470","1","115","72121/",2,2016
"471","1","115","721214",2,2016
"472","1","117","61162/",9,2016
"473","1","117","611620",9,2016
"474","1","117","71391/",7,2016
"475","1","117","713910",7,2016
"476","1","117","71394/",31,2016
"477","1","117","713940",31,2016
"478","1","117","71395/",1,2016
"479","1","117","713950",1,2016
"480","1","117","71399/",10,2016
"481","1","117","713990",10,2016
"482","1","117","7212//",4,2016
"483","1","117","72121/",4,2016
"484","1","117","721211",2,2016
"485","1","117","721214",2,2016
"486","1","119","71391/",2,2016
"487","1","119","713910",2,2016
"488","1","119","71394/",1,2016
"489","1","119","713940",1,2016
"490","1","119","71399/",2,2016
"491","1","119","713990",2,2016
"492","1","119","7212//",2,2016
"493","1","119","72121/",2,2016
"494","1","119","721214",2,2016
"495","1","121","61162/",3,2016
"496","1","121","611620",3,2016
"497","1","121","71219/",1,2016
"498","1","121","712190",1,2016
"499","1","121","71391/",2,2016
"500","1","121","713910",2,2016
"501","1","121","71395/",1,2016
"502","1","121","713950",1,2016
"503","1","121","71399/",3,2016
"504","1","121","713990",3,2016
"505","1","121","7212//",4,2016
"506","1","121","72121/",4,2016
"507","1","121","721211",2,2016
"508","1","121","721214",2,2016
"509","1","123","61162/",1,2016
"510","1","123","611620",1,2016
"511","1","123","71391/",2,2016
"512","1","123","713910",2,2016
"513","1","123","71394/",1,2016
"514","1","123","713940",1,2016
"515","1","123","71395/",1,2016
"516","1","123","713950",1,2016
"517","1","125","61162/",10,2016
"518","1","125","611620",10,2016
"519","1","125","71391/",4,2016
"520","1","125","713910",4,2016
"521","1","125","71394/",12,2016
"522","1","125","713940",12,2016
"523","1","125","71395/",2,2016
"524","1","125","713950",2,2016
"525","1","125","71399/",4,2016
"526","1","125","713990",4,2016
"527","1","125","7212//",1,2016
"528","1","125","72121/",1,2016
"529","1","125","721214",1,2016
"530","1","127","71391/",1,2016
"531","1","127","713910",1,2016
"532","1","127","71394/",5,2016
"533","1","127","713940",5,2016
"534","1","127","7212//",1,2016
"535","1","127","72121/",1,2016
"536","1","127","721211",1,2016
"537","1","129","71219/",1,2016
"538","1","129","712190",1,2016
"539","1","129","71391/",1,2016
"540","1","129","713910",1,2016
"541","1","131","7212//",1,2016
"542","1","131","72121/",1,2016
"543","1","131","721214",1,2016
"544","1","133","71394/",2,2016
"545","1","133","713940",2,2016
"546","1","133","71395/",1,2016
"547","1","133","713950",1,2016
"548","1","133","7212//",1,2016
"549","1","133","72121/",1,2016
"550","1","133","721211",1,2016
"551","2","13","71399/",1,2016
"552","2","13","713990",1,2016
"553","2","13","7212//",1,2016
"554","2","13","72121/",1,2016
"555","2","13","721214",1,2016
"556","2","16","7212//",1,2016
"557","2","16","72121/",1,2016
"558","2","16","721214",1,2016
"559","2","20","61162/",19,2016
"560","2","20","611620",19,2016
"561","2","20","71213/",1,2016
"562","2","20","712130",1,2016
"563","2","20","71219/",3,2016
"564","2","20","712190",3,2016
"565","2","20","71311/",1,2016
"566","2","20","713110",1,2016
"567","2","20","71391/",2,2016
"568","2","20","713910",2,2016
"569","2","20","71392/",2,2016
"570","2","20","713920",2,2016
"571","2","20","71394/",44,2016
"572","2","20","713940",44,2016
"573","2","20","71395/",3,2016
"574","2","20","713950",3,2016
"575","2","20","71399/",45,2016
"576","2","20","713990",45,2016
"577","2","20","7212//",16,2016
"578","2","20","72121/",16,2016
"579","2","20","721211",3,2016
"580","2","20","721214",13,2016
"581","2","50","71394/",1,2016
"582","2","50","713940",1,2016
"583","2","50","71399/",2,2016
"584","2","50","713990",2,2016
"585","2","50","7212//",2,2016
"586","2","50","72121/",2,2016
"587","2","50","721214",2,2016
"588","2","60","71399/",3,2016
"589","2","60","713990",3,2016
"590","2","60","7212//",11,2016
"591","2","60","72121/",11,2016
"592","2","60","721214",11,2016
"593","2","68","71391/",1,2016
"594","2","68","713910",1,2016
"595","2","68","71399/",7,2016
"596","2","68","713990",7,2016
"597","2","68","7212//",6,2016
"598","2","68","72121/",6,2016
"599","2","68","721211",3,2016
"600","2","68","721214",3,2016
"601","2","70","71399/",2,2016
"602","2","70","713990",2,2016
"603","2","70","7212//",3,2016
"604","2","70","72121/",3,2016
"605","2","70","721214",3,2016
"606","2","90","61162/",7,2016
"607","2","90","611620",7,2016
"608","2","90","71219/",1,2016
"609","2","90","712190",1,2016
"610","2","90","71391/",2,2016
"611","2","90","713910",2,2016
"612","2","90","71392/",2,2016
"613","2","90","713920",2,2016
"614","2","90","71394/",12,2016
"615","2","90","713940",12,2016
"616","2","90","71395/",1,2016
"617","2","90","713950",1,2016
"618","2","90","71399/",21,2016
"619","2","90","713990",21,2016
"620","2","90","7212//",2,2016
"621","2","90","72121/",2,2016
"622","2","90","721214",2,2016
"623","2","100","61162/",2,2016
"624","2","100","611620",2,2016
"625","2","100","71391/",1,2016
"626","2","100","713910",1,2016
"627","2","100","71399/",10,2016
"628","2","100","713990",10,2016
"629","2","100","7212//",3,2016
"630","2","100","72121/",3,2016
"631","2","100","721211",1,2016
"632","2","100","721214",2,2016
"633","2","105","71219/",1,2016
"634","2","105","712190",1,2016
"635","2","105","71311/",1,2016
"636","2","105","713110",1,2016
"637","2","105","71399/",3,2016
"638","2","105","713990",3,2016
"639","2","105","7212//",4,2016
"640","2","105","72121/",4,2016
"641","2","105","721214",4,2016
"642","2","110","61162/",3,2016
"643","2","110","611620",3,2016
"644","2","110","71213/",2,2016
"645","2","110","712130",2,2016
"646","2","110","71219/",2,2016
"647","2","110","712190",2,2016
"648","2","110","71391/",1,2016
"649","2","110","713910",1,2016
"650","2","110","71394/",8,2016
"651","2","110","713940",8,2016
"652","2","110","71395/",1,2016
"653","2","110","713950",1,2016
"654","2","110","71399/",12,2016
"655","2","110","713990",12,2016
"656","2","110","7212//",6,2016
"657","2","110","72121/",6,2016
"658","2","110","721211",1,2016
"659","2","110","721214",5,2016
"660","2","122","61162/",6,2016
"661","2","122","611620",6,2016
"662","2","122","71391/",4,2016
"663","2","122","713910",4,2016
"664","2","122","71394/",8,2016
"665","2","122","713940",8,2016
"666","2","122","71399/",40,2016
"667","2","122","713990",40,2016
"668","2","122","7212//",32,2016
"669","2","122","72121/",32,2016
"670","2","122","721211",11,2016
"671","2","122","721214",21,2016
"672","2","130","61162/",2,2016
"673","2","130","611620",2,2016
"674","2","130","71213/",1,2016
"675","2","130","712130",1,2016
"676","2","130","71219/",1,2016
"677","2","130","712190",1,2016
"678","2","130","71394/",3,2016
"679","2","130","713940",3,2016
"680","2","130","71399/",14,2016
"681","2","130","713990",14,2016
"682","2","130","7212//",7,2016
"683","2","130","72121/",7,2016
"684","2","130","721214",7,2016
"685","2","150","71399/",11,2016
"686","2","150","713990",11,2016
"687","2","150","7212//",8,2016
"688","2","150","72121/",8,2016
"689","2","150","721214",8,2016
"690","2","164","71399/",4,2016
"691","2","164","713990",4,2016
"692","2","164","7212//",10,2016
"693","2","164","72121/",10,2016
"694","2","164","721214",10,2016
"695","2","170","61162/",8,2016
"696","2","170","611620",8,2016
"697","2","170","71391/",2,2016
"698","2","170","713910",2,2016
"699","2","170","71394/",7,2016
"700","2","170","713940",7,2016
"701","2","170","71395/",1,2016
"702","2","170","713950",1,2016
"703","2","170","71399/",28,2016
"704","2","170","713990",28,2016
"705","2","170","7212//",13,2016
"706","2","170","72121/",13,2016
"707","2","170","721211",3,2016
"708","2","170","721214",10,2016
"709","2","180","7212//",1,2016
"710","2","180","72121/",1,2016
"711","2","180","721214",1,2016
"712","2","185","71394/",1,2016
"713","2","185","713940",1,2016
"714","2","185","71399/",1,2016
"715","2","185","713990",1,2016
"716","2","185","7212//",1,2016
"717","2","185","72121/",1,2016
"718","2","185","721211",1,2016
"719","2","188","7212//",1,2016
"720","2","188","72121/",1,2016
"721","2","188","721214",1,2016
"722","2","195","61162/",1,2016
"723","2","195","611620",1,2016
"724","2","195","71399/",1,2016
"725","2","195","713990",1,2016
"726","2","195","7212//",2,2016
"727","2","195","72121/",2,2016
"728","2","195","721214",2,2016
"729","2","198","71399/",2,2016
"730","2","198","713990",2,2016
"731","2","198","7212//",7,2016
"732","2","198","72121/",7,2016
"733","2","198","721214",7,2016
"734","2","220","61162/",2,2016
"735","2","220","611620",2,2016
"736","2","220","71213/",1,2016
"737","2","220","712130",1,2016
"738","2","220","71391/",1,2016
"739","2","220","713910",1,2016
"740","2","220","71394/",2,2016
"741","2","220","713940",2,2016
"742","2","220","71399/",7,2016
"743","2","220","713990",7,2016
"744","2","220","7212//",5,2016
"745","2","220","72121/",5,2016
"746","2","220","721214",5,2016
"747","2","230","71399/",5,2016
"748","2","230","713990",5,2016
"749","2","230","7212//",1,2016
"750","2","230","72121/",1,2016
"751","2","230","721211",1,2016
"752","2","240","71399/",2,2016
"753","2","240","713990",2,2016
"754","2","240","7212//",1,2016
"755","2","240","72121/",1,2016
"756","2","240","721211",1,2016
"757","2","261","61162/",2,2016
"758","2","261","611620",2,2016
"759","2","261","71219/",2,2016
"760","2","261","712190",2,2016
"761","2","261","71392/",3,2016
"762","2","261","713920",3,2016
"763","2","261","71394/",2,2016
"764","2","261","713940",2,2016
"765","2","261","71399/",15,2016
"766","2","261","713990",15,2016
"767","2","261","7212//",6,2016
"768","2","261","72121/",6,2016
"769","2","261","721211",6,2016
"770","2","275","71391/",1,2016
"771","2","275","713910",1,2016
"772","2","275","71399/",3,2016
"773","2","275","713990",3,2016
"774","2","282","71399/",1,2016
"775","2","282","713990",1,2016
"776","2","282","7212//",3,2016
"777","2","282","72121/",3,2016
"778","2","282","721214",3,2016
"779","2","290","71399/",1,2016
"780","2","290","713990",1,2016
"781","2","290","7212//",1,2016
"782","2","290","72121/",1,2016
"783","2","290","721214",1,2016
"784","4","1","71399/",3,2016
"785","4","1","713990",3,2016
"786","4","1","7212//",2,2016
"787","4","1","72121/",2,2016
"788","4","1","721214",2,2016
"789","4","3","61162/",6,2016
"790","4","3","611620",6,2016
"791","4","3","71219/",2,2016
"792","4","3","712190",2,2016
"793","4","3","71391/",2,2016
"794","4","3","713910",2,2016
"795","4","3","71394/",6,2016
"796","4","3","713940",6,2016
"797","4","3","71399/",4,2016
"798","4","3","713990",4,2016
"799","4","3","7212//",11,2016
"800","4","3","72121/",11,2016
"801","4","3","721211",9,2016
"802","4","3","721214",2,2016
"803","4","5","61162/",8,2016
"804","4","5","611620",8,2016
"805","4","5","71213/",2,2016
"806","4","5","712130",2,2016
"807","4","5","71219/",4,2016
"808","4","5","712190",4,2016
"809","4","5","71391/",10,2016
"810","4","5","713910",10,2016
"811","4","5","71392/",1,2016
"812","4","5","713920",1,2016
"813","4","5","71394/",12,2016
"814","4","5","713940",12,2016
"815","4","5","71395/",2,2016
"816","4","5","713950",2,2016
"817","4","5","71399/",31,2016
"818","4","5","713990",31,2016
"819","4","5","7212//",17,2016
"820","4","5","72121/",17,2016
"821","4","5","721211",15,2016
"822","4","5","721214",2,2016
"823","4","7","71391/",4,2016
"824","4","7","713910",4,2016
"825","4","7","71394/",2,2016
"826","4","7","713940",2,2016
"827","4","7","71395/",1,2016
"828","4","7","713950",1,2016
"829","4","7","71399/",2,2016
"830","4","7","713990",2,2016
"831","4","7","7212//",10,2016
"832","4","7","72121/",10,2016
"833","4","7","721211",6,2016
"834","4","7","721214",4,2016
"835","4","9","61162/",1,2016
"836","4","9","611620",1,2016
"837","4","9","71219/",1,2016
"838","4","9","712190",1,2016
"839","4","9","71391/",1,2016
"840","4","9","713910",1,2016
"841","4","9","71394/",2,2016
"842","4","9","713940",2,2016
"843","4","9","71395/",1,2016
"844","4","9","713950",1,2016
"845","4","9","7212//",1,2016
"846","4","9","72121/",1,2016
"847","4","9","721211",1,2016
"848","4","11","71391/",1,2016
"849","4","11","713910",1,2016
"850","4","11","71395/",1,2016
"851","4","11","713950",1,2016
"852","4","12","71399/",1,2016
"853","4","12","713990",1,2016
"854","4","12","7212//",19,2016
"855","4","12","72121/",19,2016
"856","4","12","721211",19,2016
"857","4","13","61162/",221,2016
"858","4","13","611620",221,2016
"859","4","13","71213/",9,2016
"860","4","13","712130",9,2016
"861","4","13","71219/",4,2016
"862","4","13","712190",4,2016
"863","4","13","71311/",8,2016
"864","4","13","713110",8,2016
"865","4","13","71391/",138,2016
"866","4","13","713910",138,2016
"867","4","13","71392/",1,2016
"868","4","13","713920",1,2016
"869","4","13","71394/",367,2016
"870","4","13","713940",367,2016
"871","4","13","71395/",29,2016
"872","4","13","713950",29,2016
"873","4","13","71399/",162,2016
"874","4","13","713990",162,2016
"875","4","13","7212//",31,2016
"876","4","13","72121/",31,2016
"877","4","13","721211",28,2016
"878","4","13","721214",3,2016
"879","4","15","61162/",2,2016
"880","4","15","611620",2,2016
"881","4","15","71219/",1,2016
"882","4","15","712190",1,2016
"883","4","15","71391/",7,2016
"884","4","15","713910",7,2016
"885","4","15","71394/",13,2016
"886","4","15","713940",13,2016
"887","4","15","71395/",2,2016
"888","4","15","713950",2,2016
"889","4","15","71399/",7,2016
"890","4","15","713990",7,2016
"891","4","15","7212//",24,2016
"892","4","15","72121/",24,2016
"893","4","15","721211",23,2016
"894","4","15","721214",1,2016
"895","4","17","71391/",5,2016
"896","4","17","713910",5,2016
"897","4","17","71394/",4,2016
"898","4","17","713940",4,2016
