"","year","gender","race","age_group","county","violent","property","f_drugoff","f_sexoff","f_allother","f_total","m_total","s_total"
"2061",2015,"Female","Other","40 to 69","Contra Costa County",13,10,5,0,3,31,84,0
"2062",2015,"Female","Other","40 to 69","Del Norte County",1,0,0,0,1,2,22,0
"2063",2015,"Female","Other","40 to 69","El Dorado County",2,1,1,0,0,4,10,0
"2064",2015,"Female","Other","40 to 69","Fresno County",7,2,7,0,3,19,71,0
"2065",2015,"Female","Other","40 to 69","Glenn County",0,0,0,0,0,0,9,0
"2066",2015,"Female","Other","40 to 69","Humboldt County",4,1,1,0,1,7,45,0
"2067",2015,"Female","Other","40 to 69","Imperial County",0,1,4,0,0,5,8,0
"2068",2015,"Female","Other","40 to 69","Inyo County",2,0,0,0,0,2,6,0
"2069",2015,"Female","Other","40 to 69","Kern County",5,2,2,0,4,13,231,0
"2070",2015,"Female","Other","40 to 69","Kings County",2,1,1,0,3,7,19,0
"2071",2015,"Female","Other","40 to 69","Lake County",1,0,0,0,2,3,14,0
"2072",2015,"Female","Other","40 to 69","Lassen County",0,0,0,0,0,0,6,0
"2073",2015,"Female","Other","40 to 69","Los Angeles County",100,47,16,2,37,202,858,0
"2074",2015,"Female","Other","40 to 69","Madera County",2,0,0,0,0,2,9,0
"2075",2015,"Female","Other","40 to 69","Marin County",4,2,2,0,1,9,19,0
"2076",2015,"Female","Other","40 to 69","Mariposa County",0,0,0,0,1,1,7,0
"2077",2015,"Female","Other","40 to 69","Mendocino County",4,2,4,0,7,17,27,0
"2078",2015,"Female","Other","40 to 69","Merced County",2,0,0,0,0,2,9,0
"2079",2015,"Female","Other","40 to 69","Modoc County",1,0,1,0,1,3,3,0
"2080",2015,"Female","Other","40 to 69","Mono County",0,0,0,1,0,1,2,0
"2081",2015,"Female","Other","40 to 69","Monterey County",2,2,0,0,2,6,28,0
"2082",2015,"Female","Other","40 to 69","Napa County",3,1,0,0,3,7,13,0
"2083",2015,"Female","Other","40 to 69","Nevada County",0,0,2,0,0,2,7,0
"2084",2015,"Female","Other","40 to 69","Orange County",45,25,6,2,7,85,342,0
"2085",2015,"Female","Other","40 to 69","Placer County",5,1,2,0,1,9,30,0
"2086",2015,"Female","Other","40 to 69","Plumas County",0,0,0,0,0,0,4,0
"2087",2015,"Female","Other","40 to 69","Riverside County",13,8,12,0,6,39,127,0
"2088",2015,"Female","Other","40 to 69","Sacramento County",20,7,12,0,6,45,148,0
"2089",2015,"Female","Other","40 to 69","San Benito County",0,0,1,0,0,1,0,0
"2090",2015,"Female","Other","40 to 69","San Bernardino County",18,17,9,1,8,53,166,0
"2091",2015,"Female","Other","40 to 69","San Diego County",37,14,13,0,22,86,385,0
"2092",2015,"Female","Other","40 to 69","San Francisco County",12,8,4,1,10,35,117,0
"2093",2015,"Female","Other","40 to 69","San Joaquin County",10,4,4,0,0,18,34,0
"2094",2015,"Female","Other","40 to 69","San Luis Obispo County",0,0,1,0,1,2,14,0
"2095",2015,"Female","Other","40 to 69","San Mateo County",14,14,4,0,10,42,155,0
"2096",2015,"Female","Other","40 to 69","Santa Barbara County",5,1,2,0,0,8,59,0
"2097",2015,"Female","Other","40 to 69","Santa Clara County",41,16,5,1,21,84,312,0
"2098",2015,"Female","Other","40 to 69","Santa Cruz County",1,0,0,0,1,2,26,0
"2099",2015,"Female","Other","40 to 69","Shasta County",3,0,1,0,3,7,38,0
"2100",2015,"Female","Other","40 to 69","Siskiyou County",1,0,9,0,8,18,17,0
"2101",2015,"Female","Other","40 to 69","Solano County",4,4,2,0,2,12,46,0
"2102",2015,"Female","Other","40 to 69","Sonoma County",10,3,0,0,1,14,62,0
"2103",2015,"Female","Other","40 to 69","Stanislaus County",2,1,5,0,0,8,29,0
"2104",2015,"Female","Other","40 to 69","Sutter County",1,0,0,0,0,1,3,0
"2105",2015,"Female","Other","40 to 69","Tehama County",1,1,1,0,1,4,10,0
"2106",2015,"Female","Other","40 to 69","Trinity County",0,0,1,0,0,1,1,0
"2107",2015,"Female","Other","40 to 69","Tulare County",2,1,18,0,2,23,46,0
"2108",2015,"Female","Other","40 to 69","Tuolumne County",1,0,0,0,0,1,6,0
"2109",2015,"Female","Other","40 to 69","Ventura County",7,5,1,0,3,16,63,0
"2110",2015,"Female","Other","40 to 69","Yolo County",1,0,1,0,0,2,18,0
"2111",2015,"Female","Other","40 to 69","Yuba County",0,1,1,0,0,2,9,0
"2112",2015,"Female","Other","70 and over","Alameda County",2,0,0,0,1,3,4,0
"2113",2015,"Female","Other","70 and over","Butte County",0,0,0,0,0,0,0,0
"2114",2015,"Female","Other","70 and over","Contra Costa County",0,0,0,0,1,1,2,0
"2115",2015,"Female","Other","70 and over","Del Norte County",0,0,0,0,1,1,0,0
"2116",2015,"Female","Other","70 and over","El Dorado County",0,0,0,0,0,0,1,0
"2117",2015,"Female","Other","70 and over","Fresno County",0,0,2,0,0,2,0,0
"2118",2015,"Female","Other","70 and over","Imperial County",0,0,0,0,0,0,0,0
"2119",2015,"Female","Other","70 and over","Kern County",1,0,0,0,0,1,1,0
"2120",2015,"Female","Other","70 and over","Kings County",0,0,0,0,0,0,1,0
"2121",2015,"Female","Other","70 and over","Los Angeles County",3,3,0,0,0,6,20,0
"2122",2015,"Female","Other","70 and over","Marin County",0,0,0,0,0,0,1,0
"2123",2015,"Female","Other","70 and over","Merced County",0,0,0,0,0,0,1,0
"2124",2015,"Female","Other","70 and over","Monterey County",0,0,0,0,0,0,0,0
"2125",2015,"Female","Other","70 and over","Nevada County",0,0,1,0,0,1,0,0
"2126",2015,"Female","Other","70 and over","Orange County",3,1,1,0,0,5,3,0
"2127",2015,"Female","Other","70 and over","Riverside County",1,0,2,0,1,4,4,0
"2128",2015,"Female","Other","70 and over","Sacramento County",0,0,0,0,1,1,4,0
"2129",2015,"Female","Other","70 and over","San Bernardino County",0,0,0,0,0,0,1,0
"2130",2015,"Female","Other","70 and over","San Diego County",1,0,0,0,0,1,9,0
"2131",2015,"Female","Other","70 and over","San Francisco County",0,0,0,0,1,1,0,0
"2132",2015,"Female","Other","70 and over","San Mateo County",1,0,0,0,0,1,2,0
"2133",2015,"Female","Other","70 and over","Santa Clara County",0,0,0,0,0,0,10,0
"2134",2015,"Female","Other","70 and over","Santa Cruz County",0,0,0,0,0,0,1,0
"2135",2015,"Female","Other","70 and over","Siskiyou County",0,0,1,0,1,2,0,0
"2136",2015,"Female","Other","70 and over","Solano County",0,0,0,0,0,0,2,0
"2137",2015,"Female","Other","70 and over","Stanislaus County",0,0,0,0,0,0,1,0
"2138",2015,"Female","Other","70 and over","Tulare County",0,0,0,0,0,0,0,0
"2139",2015,"Female","Other","70 and over","Tuolumne County",0,0,0,0,0,0,0,0
"2140",2015,"Female","Other","70 and over","Ventura County",0,0,0,0,0,0,2,0
"2141",2015,"Female","Other","70 and over","Yolo County",0,1,0,0,0,1,0,0
"2142",2015,"Female","Other","70 and over","Yuba County",0,0,0,0,1,1,0,0
"2143",2015,"Female","White","Under 18","Alameda County",5,1,1,0,3,10,63,12
"2144",2015,"Female","White","Under 18","Alpine County",0,1,0,0,0,1,0,0
"2145",2015,"Female","White","Under 18","Amador County",0,0,0,0,0,0,2,0
"2146",2015,"Female","White","Under 18","Butte County",3,4,4,0,5,16,78,0
"2147",2015,"Female","White","Under 18","Calaveras County",2,4,0,0,3,9,18,1
"2148",2015,"Female","White","Under 18","Colusa County",0,0,0,0,0,0,3,0
"2149",2015,"Female","White","Under 18","Contra Costa County",7,2,0,0,5,14,65,1
"2150",2015,"Female","White","Under 18","Del Norte County",1,0,1,0,0,2,10,1
"2151",2015,"Female","White","Under 18","El Dorado County",4,1,1,0,1,7,93,0
"2152",2015,"Female","White","Under 18","Fresno County",4,2,1,0,3,10,101,21
"2153",2015,"Female","White","Under 18","Glenn County",0,0,0,0,0,0,5,7
"2154",2015,"Female","White","Under 18","Humboldt County",3,1,1,0,5,10,44,31
"2155",2015,"Female","White","Under 18","Imperial County",0,1,0,0,0,1,6,0
"2156",2015,"Female","White","Under 18","Inyo County",0,0,0,0,0,0,0,0
"2157",2015,"Female","White","Under 18","Kern County",8,7,1,0,3,19,84,82
"2158",2015,"Female","White","Under 18","Kings County",4,1,1,1,1,8,51,19
"2159",2015,"Female","White","Under 18","Lake County",1,2,0,0,2,5,14,0
"2160",2015,"Female","White","Under 18","Lassen County",0,1,0,0,0,1,11,6
"2161",2015,"Female","White","Under 18","Los Angeles County",29,31,4,1,11,76,211,52
"2162",2015,"Female","White","Under 18","Madera County",0,0,0,0,0,0,16,1
"2163",2015,"Female","White","Under 18","Marin County",4,10,0,1,2,17,53,7
"2164",2015,"Female","White","Under 18","Mariposa County",0,0,0,0,0,0,1,0
"2165",2015,"Female","White","Under 18","Mendocino County",1,6,1,0,1,9,20,1
"2166",2015,"Female","White","Under 18","Merced County",4,4,0,0,1,9,30,62
"2167",2015,"Female","White","Under 18","Modoc County",0,0,0,0,0,0,0,0
"2168",2015,"Female","White","Under 18","Mono County",0,0,0,0,1,1,1,0
"2169",2015,"Female","White","Under 18","Monterey County",3,0,1,0,1,5,49,3
"2170",2015,"Female","White","Under 18","Napa County",3,0,1,0,3,7,15,0
"2171",2015,"Female","White","Under 18","Nevada County",2,3,1,0,3,9,32,9
"2172",2015,"Female","White","Under 18","Orange County",11,20,6,4,7,48,190,120
"2173",2015,"Female","White","Under 18","Placer County",2,6,3,0,3,14,110,2
"2174",2015,"Female","White","Under 18","Plumas County",1,1,0,0,0,2,11,4
"2175",2015,"Female","White","Under 18","Riverside County",14,9,2,1,7,33,141,20
"2176",2015,"Female","White","Under 18","Sacramento County",18,7,3,0,4,32,77,9
"2177",2015,"Female","White","Under 18","San Benito County",1,0,0,0,1,2,2,1
"2178",2015,"Female","White","Under 18","San Bernardino County",18,23,5,8,12,66,122,170
"2179",2015,"Female","White","Under 18","San Diego County",16,15,6,1,19,57,375,121
"2180",2015,"Female","White","Under 18","San Francisco County",4,1,0,0,2,7,31,0
"2181",2015,"Female","White","Under 18","San Joaquin County",16,5,4,2,11,38,161,8
"2182",2015,"Female","White","Under 18","San Luis Obispo County",1,2,1,0,1,5,69,0
"2183",2015,"Female","White","Under 18","San Mateo County",4,3,1,0,0,8,42,9
"2184",2015,"Female","White","Under 18","Santa Barbara County",3,6,2,1,4,16,94,2
"2185",2015,"Female","White","Under 18","Santa Clara County",10,8,6,2,1,27,108,7
"2186",2015,"Female","White","Under 18","Santa Cruz County",0,2,3,0,4,9,31,1
"2187",2015,"Female","White","Under 18","Shasta County",5,4,1,0,3,13,78,46
"2188",2015,"Female","White","Under 18","Siskiyou County",1,2,0,0,0,3,13,0
"2189",2015,"Female","White","Under 18","Solano County",5,3,4,0,2,14,93,0
"2190",2015,"Female","White","Under 18","Sonoma County",6,2,1,1,3,13,98,3
"2191",2015,"Female","White","Under 18","Stanislaus County",5,6,2,1,2,16,73,4
"2192",2015,"Female","White","Under 18","Sutter County",0,1,0,0,4,5,32,11
"2193",2015,"Female","White","Under 18","Tehama County",0,4,1,0,0,5,46,1
"2194",2015,"Female","White","Under 18","Tulare County",8,11,0,0,9,28,84,18
"2195",2015,"Female","White","Under 18","Tuolumne County",3,0,0,0,1,4,8,19
"2196",2015,"Female","White","Under 18","Ventura County",6,3,1,0,10,20,95,80
"2197",2015,"Female","White","Under 18","Yolo County",1,4,1,0,4,10,21,2
"2198",2015,"Female","White","Under 18","Yuba County",4,2,0,0,2,8,30,0
"2199",2015,"Female","White","18 to 19","Alameda County",8,8,7,0,7,30,111,0
"2200",2015,"Female","White","18 to 19","Amador County",0,0,0,0,1,1,10,0
"2201",2015,"Female","White","18 to 19","Butte County",1,6,5,0,1,13,134,0
"2202",2015,"Female","White","18 to 19","Calaveras County",0,0,0,0,0,0,3,0
"2203",2015,"Female","White","18 to 19","Colusa County",0,1,1,0,0,2,3,0
"2204",2015,"Female","White","18 to 19","Contra Costa County",6,5,2,0,7,20,78,0
"2205",2015,"Female","White","18 to 19","Del Norte County",0,0,0,0,1,1,8,0
"2206",2015,"Female","White","18 to 19","El Dorado County",3,0,1,0,2,6,43,0
"2207",2015,"Female","White","18 to 19","Fresno County",5,5,0,0,4,14,85,0
"2208",2015,"Female","White","18 to 19","Glenn County",2,0,0,0,0,2,2,0
"2209",2015,"Female","White","18 to 19","Humboldt County",4,1,1,0,1,7,15,0
"2210",2015,"Female","White","18 to 19","Imperial County",0,1,0,0,2,3,0,0
"2211",2015,"Female","White","18 to 19","Inyo County",1,0,0,0,1,2,1,0
"2212",2015,"Female","White","18 to 19","Kern County",11,13,1,0,5,30,157,0
"2213",2015,"Female","White","18 to 19","Kings County",1,1,0,0,2,4,16,0
"2214",2015,"Female","White","18 to 19","Lake County",4,0,0,0,1,5,11,0
"2215",2015,"Female","White","18 to 19","Lassen County",1,0,0,0,0,1,2,0
"2216",2015,"Female","White","18 to 19","Los Angeles County",29,38,13,2,12,94,443,0
"2217",2015,"Female","White","18 to 19","Madera County",4,0,0,0,2,6,9,0
"2218",2015,"Female","White","18 to 19","Marin County",2,0,0,0,1,3,28,0
"2219",2015,"Female","White","18 to 19","Mariposa County",0,0,0,0,0,0,3,0
"2220",2015,"Female","White","18 to 19","Mendocino County",4,1,0,0,0,5,24,0
"2221",2015,"Female","White","18 to 19","Merced County",5,3,1,0,0,9,31,0
"2222",2015,"Female","White","18 to 19","Modoc County",0,0,1,0,0,1,2,0
"2223",2015,"Female","White","18 to 19","Mono County",0,0,0,0,0,0,1,0
"2224",2015,"Female","White","18 to 19","Monterey County",2,2,1,0,2,7,35,0
"2225",2015,"Female","White","18 to 19","Napa County",3,0,0,0,1,4,17,0
"2226",2015,"Female","White","18 to 19","Nevada County",1,1,0,0,1,3,13,0
"2227",2015,"Female","White","18 to 19","Orange County",19,20,7,1,16,63,372,0
"2228",2015,"Female","White","18 to 19","Placer County",5,6,8,0,9,28,72,0
"2229",2015,"Female","White","18 to 19","Plumas County",0,0,0,0,0,0,3,0
"2230",2015,"Female","White","18 to 19","Riverside County",13,16,3,0,5,37,145,0
"2231",2015,"Female","White","18 to 19","Sacramento County",14,14,2,0,10,40,114,0
"2232",2015,"Female","White","18 to 19","San Benito County",1,0,1,0,3,5,4,0
"2233",2015,"Female","White","18 to 19","San Bernardino County",18,18,7,0,6,49,136,0
"2234",2015,"Female","White","18 to 19","San Diego County",22,23,10,1,11,67,456,0
"2235",2015,"Female","White","18 to 19","San Francisco County",9,4,0,0,1,14,38,0
"2236",2015,"Female","White","18 to 19","San Joaquin County",4,1,3,0,2,10,40,0
"2237",2015,"Female","White","18 to 19","San Luis Obispo County",1,0,1,0,0,2,110,0
"2238",2015,"Female","White","18 to 19","San Mateo County",6,3,2,0,4,15,47,0
"2239",2015,"Female","White","18 to 19","Santa Barbara County",6,3,0,0,1,10,264,0
"2240",2015,"Female","White","18 to 19","Santa Clara County",10,5,6,1,1,23,92,0
"2241",2015,"Female","White","18 to 19","Santa Cruz County",0,1,0,0,1,2,63,0
"2242",2015,"Female","White","18 to 19","Shasta County",2,2,1,0,2,7,72,0
"2243",2015,"Female","White","18 to 19","Siskiyou County",0,2,0,0,0,2,10,0
"2244",2015,"Female","White","18 to 19","Solano County",3,5,1,0,1,10,38,0
"2245",2015,"Female","White","18 to 19","Sonoma County",6,4,1,0,3,14,74,0
"2246",2015,"Female","White","18 to 19","Stanislaus County",10,7,5,0,3,25,71,0
"2247",2015,"Female","White","18 to 19","Sutter County",4,0,0,0,0,4,21,0
"2248",2015,"Female","White","18 to 19","Tehama County",1,3,2,0,2,8,34,0
"2249",2015,"Female","White","18 to 19","Trinity County",0,0,0,0,1,1,2,0
"2250",2015,"Female","White","18 to 19","Tulare County",3,2,1,0,0,6,33,0
"2251",2015,"Female","White","18 to 19","Tuolumne County",1,0,0,0,1,2,12,0
"2252",2015,"Female","White","18 to 19","Ventura County",7,7,1,0,7,22,120,0
"2253",2015,"Female","White","18 to 19","Yolo County",1,6,1,0,4,12,16,0
"2254",2015,"Female","White","18 to 19","Yuba County",0,2,1,0,3,6,16,0
"2255",2015,"Female","White","20 to 29","Alameda County",57,74,49,0,58,238,924,0
"2256",2015,"Female","White","20 to 29","Alpine County",0,1,0,0,0,1,1,0
"2257",2015,"Female","White","20 to 29","Amador County",2,1,3,0,7,13,44,0
"2258",2015,"Female","White","20 to 29","Butte County",27,42,52,0,31,152,621,0
"2259",2015,"Female","White","20 to 29","Calaveras County",12,3,2,0,6,23,65,0
"2260",2015,"Female","White","20 to 29","Colusa County",0,3,0,0,14,17,27,0
"2261",2015,"Female","White","20 to 29","Contra Costa County",31,141,39,1,57,269,645,0
"2262",2015,"Female","White","20 to 29","Del Norte County",8,6,5,0,6,25,62,0
"2263",2015,"Female","White","20 to 29","El Dorado County",28,21,13,0,31,93,261,0
"2264",2015,"Female","White","20 to 29","Fresno County",62,60,9,0,75,206,645,0
"2265",2015,"Female","White","20 to 29","Glenn County",5,4,1,0,3,13,32,0
"2266",2015,"Female","White","20 to 29","Humboldt County",30,23,13,0,34,100,407,0
"2267",2015,"Female","White","20 to 29","Imperial County",3,3,14,0,3,23,27,0
"2268",2015,"Female","White","20 to 29","Inyo County",4,0,1,0,4,9,19,0
"2269",2015,"Female","White","20 to 29","Kern County",102,96,29,0,77,304,1199,0
"2270",2015,"Female","White","20 to 29","Kings County",16,6,3,0,19,44,160,0
"2271",2015,"Female","White","20 to 29","Lake County",16,3,11,0,14,44,152,0
"2272",2015,"Female","White","20 to 29","Lassen County",9,5,3,0,5,22,46,0
"2273",2015,"Female","White","20 to 29","Los Angeles County",327,376,143,3,218,1067,3482,0
"2274",2015,"Female","White","20 to 29","Madera County",12,5,4,0,5,26,77,0
"2275",2015,"Female","White","20 to 29","Marin County",8,13,5,0,11,37,186,0
"2276",2015,"Female","White","20 to 29","Mariposa County",4,0,2,0,0,6,20,0
"2277",2015,"Female","White","20 to 29","Mendocino County",28,14,5,0,11,58,146,0
"2278",2015,"Female","White","20 to 29","Merced County",9,8,9,0,24,50,146,0
"2279",2015,"Female","White","20 to 29","Modoc County",4,3,2,0,2,11,15,0
"2280",2015,"Female","White","20 to 29","Mono County",4,2,2,0,1,9,10,0
"2281",2015,"Female","White","20 to 29","Monterey County",21,33,11,0,14,79,250,0
"2282",2015,"Female","White","20 to 29","Napa County",15,6,3,0,21,45,169,0
"2283",2015,"Female","White","20 to 29","Nevada County",16,11,9,0,18,54,183,0
"2284",2015,"Female","White","20 to 29","Orange County",161,219,98,1,130,609,2754,0
"2285",2015,"Female","White","20 to 29","Placer County",29,40,21,0,63,153,478,0
"2286",2015,"Female","White","20 to 29","Plumas County",3,4,3,0,3,13,42,0
"2287",2015,"Female","White","20 to 29","Riverside County",117,126,44,2,106,395,1337,0
"2288",2015,"Female","White","20 to 29","Sacramento County",130,105,64,1,97,397,1137,0
"2289",2015,"Female","White","20 to 29","San Benito County",6,2,11,0,3,22,30,0
"2290",2015,"Female","White","20 to 29","San Bernardino County",148,266,100,0,94,608,1418,0
"2291",2015,"Female","White","20 to 29","San Diego County",287,151,141,1,208,788,2654,0
"2292",2015,"Female","White","20 to 29","San Francisco County",58,39,14,0,56,167,390,0
"2293",2015,"Female","White","20 to 29","San Joaquin County",55,47,9,0,47,158,447,0
"2294",2015,"Female","White","20 to 29","San Luis Obispo County",36,32,11,0,13,92,586,0
"2295",2015,"Female","White","20 to 29","San Mateo County",18,25,5,0,24,72,396,0
"2296",2015,"Female","White","20 to 29","Santa Barbara County",26,30,40,0,29,125,680,0
"2297",2015,"Female","White","20 to 29","Santa Clara County",63,64,39,0,54,220,772,0
"2298",2015,"Female","White","20 to 29","Santa Cruz County",25,19,23,0,21,88,425,0
"2299",2015,"Female","White","20 to 29","Shasta County",38,39,19,0,73,169,781,0
"2300",2015,"Female","White","20 to 29","Sierra County",0,0,0,0,0,0,1,0
"2301",2015,"Female","White","20 to 29","Siskiyou County",12,9,5,0,23,49,114,0
"2302",2015,"Female","White","20 to 29","Solano County",30,37,15,0,24,106,341,0
"2303",2015,"Female","White","20 to 29","Sonoma County",64,52,14,0,38,168,712,0
"2304",2015,"Female","White","20 to 29","Stanislaus County",71,98,61,1,63,294,582,0
"2305",2015,"Female","White","20 to 29","Sutter County",19,18,3,0,12,52,173,0
"2306",2015,"Female","White","20 to 29","Tehama County",19,22,31,1,28,101,160,0
"2307",2015,"Female","White","20 to 29","Trinity County",4,6,11,0,9,30,11,0
"2308",2015,"Female","White","20 to 29","Tulare County",48,57,30,0,38,173,536,0
"2309",2015,"Female","White","20 to 29","Tuolumne County",10,12,5,0,27,54,144,0
"2310",2015,"Female","White","20 to 29","Ventura County",49,46,22,0,46,163,888,0
"2311",2015,"Female","White","20 to 29","Yolo County",19,15,15,0,20,69,193,0
"2312",2015,"Female","White","20 to 29","Yuba County",26,10,11,2,8,57,142,0
"2313",2015,"Female","White","30 to 39","Alameda County",37,62,21,0,47,167,668,0
"2314",2015,"Female","White","30 to 39","Amador County",7,5,1,0,17,30,35,0
"2315",2015,"Female","White","30 to 39","Butte County",34,34,49,1,28,146,596,0
"2316",2015,"Female","White","30 to 39","Calaveras County",10,3,2,0,10,25,58,0
"2317",2015,"Female","White","30 to 39","Colusa County",4,2,3,0,5,14,26,0
"2318",2015,"Female","White","30 to 39","Contra Costa County",36,121,32,1,31,221,520,0
"2319",2015,"Female","White","30 to 39","Del Norte County",9,3,6,0,2,20,80,0
"2320",2015,"Female","White","30 to 39","El Dorado County",22,20,17,0,24,83,225,0
"2321",2015,"Female","White","30 to 39","Fresno County",69,72,11,0,70,222,651,0
"2322",2015,"Female","White","30 to 39","Glenn County",5,0,1,0,5,11,36,0
"2323",2015,"Female","White","30 to 39","Humboldt County",21,15,18,0,29,83,434,0
"2324",2015,"Female","White","30 to 39","Imperial County",8,6,19,0,2,35,67,0
"2325",2015,"Female","White","30 to 39","Inyo County",4,0,0,0,3,7,18,0
"2326",2015,"Female","White","30 to 39","Kern County",105,69,34,3,55,266,1099,0
"2327",2015,"Female","White","30 to 39","Kings County",7,10,6,1,13,37,170,0
"2328",2015,"Female","White","30 to 39","Lake County",11,13,11,0,7,42,167,0
"2329",2015,"Female","White","30 to 39","Lassen County",7,0,3,0,1,11,22,0
"2330",2015,"Female","White","30 to 39","Los Angeles County",250,281,109,2,192,834,2621,0
"2331",2015,"Female","White","30 to 39","Madera County",10,10,2,0,9,31,78,0
"2332",2015,"Female","White","30 to 39","Marin County",15,18,4,0,11,48,168,0
"2333",2015,"Female","White","30 to 39","Mariposa County",7,2,0,0,4,13,22,0
"2334",2015,"Female","White","30 to 39","Mendocino County",19,12,9,0,15,55,164,0
"2335",2015,"Female","White","30 to 39","Merced County",10,20,3,0,24,57,157,0
"2336",2015,"Female","White","30 to 39","Modoc County",5,0,1,0,3,9,11,0
"2337",2015,"Female","White","30 to 39","Mono County",0,0,0,0,1,1,5,0
"2338",2015,"Female","White","30 to 39","Monterey County",24,8,9,0,17,58,156,0
"2339",2015,"Female","White","30 to 39","Napa County",16,12,3,0,30,61,213,0
"2340",2015,"Female","White","30 to 39","Nevada County",10,8,6,0,16,40,133,0
"2341",2015,"Female","White","30 to 39","Orange County",140,163,67,1,105,476,1683,0
"2342",2015,"Female","White","30 to 39","Placer County",36,49,14,0,57,156,351,0
"2343",2015,"Female","White","30 to 39","Plumas County",6,3,3,0,3,15,59,0
"2344",2015,"Female","White","30 to 39","Riverside County",96,105,21,0,59,281,998,0
"2345",2015,"Female","White","30 to 39","Sacramento County",153,112,51,0,67,383,948,0
"2346",2015,"Female","White","30 to 39","San Benito County",6,2,3,0,3,14,28,0
"2347",2015,"Female","White","30 to 39","San Bernardino County",127,187,78,2,86,480,1182,0
"2348",2015,"Female","White","30 to 39","San Diego County",227,113,97,1,156,594,2149,0
"2349",2015,"Female","White","30 to 39","San Francisco County",43,20,14,0,56,133,258,0
"2350",2015,"Female","White","30 to 39","San Joaquin County",57,45,12,0,44,158,440,0
"2351",2015,"Female","White","30 to 39","San Luis Obispo County",36,15,8,1,8,68,342,0
"2352",2015,"Female","White","30 to 39","San Mateo County",20,15,5,0,25,65,246,0
"2353",2015,"Female","White","30 to 39","Santa Barbara County",26,18,34,0,23,101,364,0
"2354",2015,"Female","White","30 to 39","Santa Clara County",63,49,14,0,22,148,543,0
"2355",2015,"Female","White","30 to 39","Santa Cruz County",27,21,19,0,13,80,361,0
"2356",2015,"Female","White","30 to 39","Shasta County",27,30,10,0,46,113,532,0
"2357",2015,"Female","White","30 to 39","Sierra County",0,0,0,0,0,0,0,0
"2358",2015,"Female","White","30 to 39","Siskiyou County",12,3,4,0,26,45,127,0
"2359",2015,"Female","White","30 to 39","Solano County",35,63,15,0,24,137,361,0
"2360",2015,"Female","White","30 to 39","Sonoma County",40,41,17,2,33,133,634,0
"2361",2015,"Female","White","30 to 39","Stanislaus County",77,63,64,2,60,266,546,0
"2362",2015,"Female","White","30 to 39","Sutter County",25,20,1,0,11,57,153,0
"2363",2015,"Female","White","30 to 39","Tehama County",14,15,27,1,23,80,131,0
"2364",2015,"Female","White","30 to 39","Trinity County",3,3,8,0,4,18,20,0
"2365",2015,"Female","White","30 to 39","Tulare County",37,43,57,2,35,174,536,0
"2366",2015,"Female","White","30 to 39","Tuolumne County",10,20,5,0,29,64,162,0
"2367",2015,"Female","White","30 to 39","Ventura County",65,36,18,0,47,166,760,0
"2368",2015,"Female","White","30 to 39","Yolo County",20,7,13,1,20,61,210,0
"2369",2015,"Female","White","30 to 39","Yuba County",16,20,7,1,13,57,124,0
"2370",2015,"Female","White","40 to 69","Alameda County",60,30,27,0,42,159,929,0
"2371",2015,"Female","White","40 to 69","Alpine County",0,0,0,0,0,0,1,0
"2372",2015,"Female","White","40 to 69","Amador County",9,5,4,0,10,28,70,0
"2373",2015,"Female","White","40 to 69","Butte County",35,20,49,0,21,125,674,0
"2374",2015,"Female","White","40 to 69","Calaveras County",6,3,1,0,10,20,132,0
"2375",2015,"Female","White","40 to 69","Colusa County",5,3,0,0,4,12,33,0
"2376",2015,"Female","White","40 to 69","Contra Costa County",50,73,37,0,42,202,827,0
"2377",2015,"Female","White","40 to 69","Del Norte County",10,1,1,0,3,15,93,0
"2378",2015,"Female","White","40 to 69","El Dorado County",23,15,6,0,34,78,300,0
"2379",2015,"Female","White","40 to 69","Fresno County",69,28,13,0,66,176,814,0
"2380",2015,"Female","White","40 to 69","Glenn County",4,4,0,0,2,10,57,0
"2381",2015,"Female","White","40 to 69","Humboldt County",29,9,12,0,22,72,436,0
"2382",2015,"Female","White","40 to 69","Imperial County",6,7,19,0,4,36,76,0
"2383",2015,"Female","White","40 to 69","Inyo County",5,0,0,0,0,5,42,0
"2384",2015,"Female","White","40 to 69","Kern County",63,55,42,0,71,231,1335,0
"2385",2015,"Female","White","40 to 69","Kings County",11,19,5,1,27,63,191,0
"2386",2015,"Female","White","40 to 69","Lake County",23,11,9,1,20,64,272,0
"2387",2015,"Female","White","40 to 69","Lassen County",11,2,5,0,9,27,50,0
"2388",2015,"Female","White","40 to 69","Los Angeles County",340,235,138,4,206,923,4280,0
"2389",2015,"Female","White","40 to 69","Madera County",13,4,1,0,14,32,98,0
"2390",2015,"Female","White","40 to 69","Marin County",28,12,8,0,7,55,446,0
"2391",2015,"Female","White","40 to 69","Mariposa County",9,4,3,0,5,21,63,0
"2392",2015,"Female","White","40 to 69","Mendocino County",19,10,16,0,9,54,267,0
"2393",2015,"Female","White","40 to 69","Merced County",18,6,6,0,12,42,189,0
"2394",2015,"Female","White","40 to 69","Modoc County",5,0,1,0,3,9,27,0
"2395",2015,"Female","White","40 to 69","Mono County",0,1,0,0,1,2,22,0
"2396",2015,"Female","White","40 to 69","Monterey County",23,16,10,0,13,62,318,0
