"","year","gender","race","age_group","county","violent","property","f_drugoff","f_sexoff","f_allother","f_total","m_total","s_total"
"268",2015,"Male","Black","70 and over","Amador County",0,0,0,0,1,1,0,0
"269",2015,"Male","Black","70 and over","Butte County",0,0,0,0,0,0,5,0
"270",2015,"Male","Black","70 and over","Calaveras County",0,0,0,0,0,0,0,0
"271",2015,"Male","Black","70 and over","Colusa County",0,0,0,0,0,0,0,0
"272",2015,"Male","Black","70 and over","Contra Costa County",1,0,0,0,1,2,8,0
"273",2015,"Male","Black","70 and over","El Dorado County",0,0,0,0,0,0,0,0
"274",2015,"Male","Black","70 and over","Fresno County",3,0,0,0,0,3,10,0
"275",2015,"Male","Black","70 and over","Imperial County",0,0,0,0,0,0,2,0
"276",2015,"Male","Black","70 and over","Kern County",0,0,0,0,0,0,9,0
"277",2015,"Male","Black","70 and over","Kings County",0,0,0,0,1,1,0,0
"278",2015,"Male","Black","70 and over","Lake County",0,0,0,1,0,1,1,0
"279",2015,"Male","Black","70 and over","Los Angeles County",31,6,13,2,11,63,215,0
"280",2015,"Male","Black","70 and over","Madera County",0,0,0,0,0,0,1,0
"281",2015,"Male","Black","70 and over","Marin County",1,0,0,0,0,1,3,0
"282",2015,"Male","Black","70 and over","Merced County",0,0,0,0,0,0,1,0
"283",2015,"Male","Black","70 and over","Monterey County",0,0,0,0,0,0,1,0
"284",2015,"Male","Black","70 and over","Napa County",0,0,0,0,0,0,2,0
"285",2015,"Male","Black","70 and over","Orange County",2,0,0,0,0,2,4,0
"286",2015,"Male","Black","70 and over","Placer County",0,0,0,0,0,0,1,0
"287",2015,"Male","Black","70 and over","Riverside County",2,0,1,0,1,4,15,0
"288",2015,"Male","Black","70 and over","Sacramento County",3,0,1,1,2,7,18,0
"289",2015,"Male","Black","70 and over","San Bernardino County",4,1,3,0,4,12,17,0
"290",2015,"Male","Black","70 and over","San Diego County",3,0,1,1,3,8,43,0
"291",2015,"Male","Black","70 and over","San Francisco County",3,1,2,0,0,6,14,0
"292",2015,"Male","Black","70 and over","San Joaquin County",0,0,0,0,0,0,6,0
"293",2015,"Male","Black","70 and over","San Luis Obispo County",1,0,0,0,0,1,2,0
"294",2015,"Male","Black","70 and over","San Mateo County",0,1,1,0,0,2,10,0
"295",2015,"Male","Black","70 and over","Santa Barbara County",0,0,1,0,0,1,4,0
"296",2015,"Male","Black","70 and over","Santa Clara County",0,1,0,1,1,3,33,0
"297",2015,"Male","Black","70 and over","Santa Cruz County",1,0,1,0,0,2,2,0
"298",2015,"Male","Black","70 and over","Siskiyou County",0,0,0,0,0,0,1,0
"299",2015,"Male","Black","70 and over","Solano County",2,0,0,0,0,2,10,0
"300",2015,"Male","Black","70 and over","Sonoma County",0,0,0,0,0,0,0,0
"301",2015,"Male","Black","70 and over","Stanislaus County",0,0,0,0,0,0,1,0
"302",2015,"Male","Black","70 and over","Sutter County",0,0,1,0,0,1,0,0
"303",2015,"Male","Black","70 and over","Tulare County",0,0,0,0,0,0,0,0
"304",2015,"Male","Black","70 and over","Ventura County",2,0,0,0,0,2,3,0
"305",2015,"Male","Black","70 and over","Yolo County",0,0,0,0,0,0,3,0
"306",2015,"Male","Hispanic","Under 18","Alameda County",64,94,31,7,28,224,201,27
"307",2015,"Male","Hispanic","Under 18","Amador County",0,2,0,0,0,2,0,0
"308",2015,"Male","Hispanic","Under 18","Butte County",7,2,1,0,5,15,52,1
"309",2015,"Male","Hispanic","Under 18","Calaveras County",4,0,0,0,1,5,7,0
"310",2015,"Male","Hispanic","Under 18","Colusa County",0,2,0,1,3,6,6,2
"311",2015,"Male","Hispanic","Under 18","Contra Costa County",39,44,11,4,29,127,182,4
"312",2015,"Male","Hispanic","Under 18","El Dorado County",2,0,2,0,1,5,38,0
"313",2015,"Male","Hispanic","Under 18","Fresno County",125,116,22,5,77,345,837,27
"314",2015,"Male","Hispanic","Under 18","Glenn County",3,1,0,0,1,5,11,4
"315",2015,"Male","Hispanic","Under 18","Humboldt County",1,1,0,0,2,4,19,7
"316",2015,"Male","Hispanic","Under 18","Imperial County",13,22,13,1,22,71,148,6
"317",2015,"Male","Hispanic","Under 18","Kern County",71,110,13,5,54,253,507,237
"318",2015,"Male","Hispanic","Under 18","Kings County",37,21,5,4,43,110,257,80
"319",2015,"Male","Hispanic","Under 18","Lake County",2,1,0,1,1,5,14,0
"320",2015,"Male","Hispanic","Under 18","Lassen County",1,0,0,0,0,1,5,0
"321",2015,"Male","Hispanic","Under 18","Los Angeles County",797,744,181,88,724,2534,2978,675
"322",2015,"Male","Hispanic","Under 18","Madera County",10,22,4,4,10,50,176,6
"323",2015,"Male","Hispanic","Under 18","Marin County",13,16,3,2,13,47,134,14
"324",2015,"Male","Hispanic","Under 18","Mendocino County",4,0,3,0,11,18,43,0
"325",2015,"Male","Hispanic","Under 18","Merced County",70,53,10,2,81,216,280,172
"326",2015,"Male","Hispanic","Under 18","Mono County",0,0,0,0,0,0,0,0
"327",2015,"Male","Hispanic","Under 18","Monterey County",50,61,18,13,44,186,299,59
"328",2015,"Male","Hispanic","Under 18","Napa County",11,5,3,1,26,46,73,11
"329",2015,"Male","Hispanic","Under 18","Nevada County",2,0,2,0,4,8,10,6
"330",2015,"Male","Hispanic","Under 18","Orange County",220,204,57,26,238,745,1500,331
"331",2015,"Male","Hispanic","Under 18","Placer County",8,8,3,0,1,20,41,1
"332",2015,"Male","Hispanic","Under 18","Riverside County",145,163,33,5,117,463,697,128
"333",2015,"Male","Hispanic","Under 18","Sacramento County",50,58,24,7,31,170,145,22
"334",2015,"Male","Hispanic","Under 18","San Benito County",16,8,7,1,10,42,99,2
"335",2015,"Male","Hispanic","Under 18","San Bernardino County",244,241,60,40,211,796,1078,321
"336",2015,"Male","Hispanic","Under 18","San Diego County",215,162,37,12,205,631,1289,421
"337",2015,"Male","Hispanic","Under 18","San Francisco County",0,1,0,0,0,1,0,0
"338",2015,"Male","Hispanic","Under 18","San Joaquin County",80,59,19,21,40,219,309,3
"339",2015,"Male","Hispanic","Under 18","San Luis Obispo County",6,3,0,0,3,12,49,1
"340",2015,"Male","Hispanic","Under 18","San Mateo County",36,33,17,7,36,129,265,83
"341",2015,"Male","Hispanic","Under 18","Santa Barbara County",41,43,17,10,46,157,483,21
"342",2015,"Male","Hispanic","Under 18","Santa Clara County",139,215,65,25,84,528,964,73
"343",2015,"Male","Hispanic","Under 18","Santa Cruz County",38,22,5,0,58,123,210,21
"344",2015,"Male","Hispanic","Under 18","Shasta County",1,0,1,0,5,7,17,8
"345",2015,"Male","Hispanic","Under 18","Siskiyou County",0,0,0,0,0,0,5,0
"346",2015,"Male","Hispanic","Under 18","Solano County",42,11,11,2,24,90,167,13
"347",2015,"Male","Hispanic","Under 18","Sonoma County",28,10,9,3,29,79,222,6
"348",2015,"Male","Hispanic","Under 18","Stanislaus County",73,104,29,2,51,259,208,19
"349",2015,"Male","Hispanic","Under 18","Sutter County",8,4,2,0,6,20,55,4
"350",2015,"Male","Hispanic","Under 18","Tehama County",2,2,0,0,1,5,17,1
"351",2015,"Male","Hispanic","Under 18","Tulare County",62,53,20,8,92,235,553,120
"352",2015,"Male","Hispanic","Under 18","Tuolumne County",0,0,1,1,0,2,1,0
"353",2015,"Male","Hispanic","Under 18","Ventura County",76,66,17,4,152,315,741,287
"354",2015,"Male","Hispanic","Under 18","Yolo County",20,42,8,1,40,111,139,15
"355",2015,"Male","Hispanic","Under 18","Yuba County",8,10,0,1,5,24,28,1
"356",2015,"Male","Hispanic","18 to 19","Alameda County",41,55,34,1,54,185,318,0
"357",2015,"Male","Hispanic","18 to 19","Amador County",0,0,0,0,0,0,1,0
"358",2015,"Male","Hispanic","18 to 19","Butte County",2,1,5,0,5,13,56,0
"359",2015,"Male","Hispanic","18 to 19","Calaveras County",0,0,0,0,0,0,5,0
"360",2015,"Male","Hispanic","18 to 19","Colusa County",3,0,0,0,5,8,22,0
"361",2015,"Male","Hispanic","18 to 19","Contra Costa County",47,31,18,1,39,136,229,0
"362",2015,"Male","Hispanic","18 to 19","Del Norte County",1,1,0,0,0,2,4,0
"363",2015,"Male","Hispanic","18 to 19","El Dorado County",3,3,0,0,4,10,14,0
"364",2015,"Male","Hispanic","18 to 19","Fresno County",122,86,33,6,102,349,518,0
"365",2015,"Male","Hispanic","18 to 19","Glenn County",5,1,1,0,0,7,7,0
"366",2015,"Male","Hispanic","18 to 19","Humboldt County",0,2,0,0,0,2,13,0
"367",2015,"Male","Hispanic","18 to 19","Imperial County",24,28,28,0,13,93,120,0
"368",2015,"Male","Hispanic","18 to 19","Inyo County",2,0,0,0,0,2,2,0
"369",2015,"Male","Hispanic","18 to 19","Kern County",88,97,15,6,84,290,566,0
"370",2015,"Male","Hispanic","18 to 19","Kings County",14,11,4,3,16,48,130,0
"371",2015,"Male","Hispanic","18 to 19","Lake County",1,0,4,1,0,6,12,0
"372",2015,"Male","Hispanic","18 to 19","Lassen County",1,0,0,0,1,2,3,0
"373",2015,"Male","Hispanic","18 to 19","Los Angeles County",854,725,276,37,866,2758,4155,0
"374",2015,"Male","Hispanic","18 to 19","Madera County",20,10,4,1,16,51,56,0
"375",2015,"Male","Hispanic","18 to 19","Marin County",17,10,4,0,4,35,71,0
"376",2015,"Male","Hispanic","18 to 19","Mariposa County",0,1,0,0,0,1,1,0
"377",2015,"Male","Hispanic","18 to 19","Mendocino County",3,2,4,0,5,14,25,0
"378",2015,"Male","Hispanic","18 to 19","Merced County",42,17,5,1,37,102,167,0
"379",2015,"Male","Hispanic","18 to 19","Mono County",1,0,0,0,1,2,0,0
"380",2015,"Male","Hispanic","18 to 19","Monterey County",56,52,17,4,56,185,271,0
"381",2015,"Male","Hispanic","18 to 19","Napa County",18,0,1,0,14,33,80,0
"382",2015,"Male","Hispanic","18 to 19","Nevada County",2,0,2,0,1,5,8,0
"383",2015,"Male","Hispanic","18 to 19","Orange County",217,164,54,9,200,644,1471,0
"384",2015,"Male","Hispanic","18 to 19","Placer County",16,3,2,0,7,28,39,0
"385",2015,"Male","Hispanic","18 to 19","Plumas County",0,2,0,0,0,2,1,0
"386",2015,"Male","Hispanic","18 to 19","Riverside County",162,138,50,3,126,479,714,0
"387",2015,"Male","Hispanic","18 to 19","Sacramento County",55,43,32,1,46,177,178,0
"388",2015,"Male","Hispanic","18 to 19","San Benito County",8,3,5,0,6,22,44,0
"389",2015,"Male","Hispanic","18 to 19","San Bernardino County",193,210,68,11,124,606,1012,0
"390",2015,"Male","Hispanic","18 to 19","San Diego County",158,95,55,2,140,450,1007,0
"391",2015,"Male","Hispanic","18 to 19","San Francisco County",1,0,3,0,1,5,18,0
"392",2015,"Male","Hispanic","18 to 19","San Joaquin County",41,33,20,4,57,155,197,0
"393",2015,"Male","Hispanic","18 to 19","San Luis Obispo County",7,6,6,1,1,21,62,0
"394",2015,"Male","Hispanic","18 to 19","San Mateo County",33,28,12,3,34,110,295,0
"395",2015,"Male","Hispanic","18 to 19","Santa Barbara County",25,20,19,1,28,93,405,0
"396",2015,"Male","Hispanic","18 to 19","Santa Clara County",140,130,37,3,97,407,711,0
"397",2015,"Male","Hispanic","18 to 19","Santa Cruz County",23,17,2,0,22,64,142,0
"398",2015,"Male","Hispanic","18 to 19","Shasta County",1,2,3,0,1,7,7,0
"399",2015,"Male","Hispanic","18 to 19","Siskiyou County",1,1,2,0,1,5,12,0
"400",2015,"Male","Hispanic","18 to 19","Solano County",23,14,7,1,19,64,89,0
"401",2015,"Male","Hispanic","18 to 19","Sonoma County",29,8,9,1,30,77,152,0
"402",2015,"Male","Hispanic","18 to 19","Stanislaus County",41,29,19,5,33,127,200,0
"403",2015,"Male","Hispanic","18 to 19","Sutter County",8,6,0,0,4,18,43,0
"404",2015,"Male","Hispanic","18 to 19","Tehama County",10,3,7,1,3,24,33,0
"405",2015,"Male","Hispanic","18 to 19","Trinity County",0,0,0,0,0,0,1,0
"406",2015,"Male","Hispanic","18 to 19","Tulare County",99,55,37,8,83,282,435,0
"407",2015,"Male","Hispanic","18 to 19","Tuolumne County",0,0,0,0,0,0,2,0
"408",2015,"Male","Hispanic","18 to 19","Ventura County",66,48,16,1,88,219,651,0
"409",2015,"Male","Hispanic","18 to 19","Yolo County",15,12,9,0,13,49,64,0
"410",2015,"Male","Hispanic","18 to 19","Yuba County",14,1,2,1,4,22,33,0
"411",2015,"Male","Hispanic","20 to 29","Alameda County",259,195,152,9,237,852,2351,0
"412",2015,"Male","Hispanic","20 to 29","Alpine County",0,0,0,0,0,0,0,0
"413",2015,"Male","Hispanic","20 to 29","Amador County",2,2,2,0,8,14,24,0
"414",2015,"Male","Hispanic","20 to 29","Butte County",23,10,27,1,19,80,289,0
"415",2015,"Male","Hispanic","20 to 29","Calaveras County",3,2,2,1,6,14,27,0
"416",2015,"Male","Hispanic","20 to 29","Colusa County",11,5,3,0,32,51,127,0
"417",2015,"Male","Hispanic","20 to 29","Contra Costa County",208,244,110,18,219,799,1427,0
"418",2015,"Male","Hispanic","20 to 29","Del Norte County",2,0,0,0,2,4,11,0
"419",2015,"Male","Hispanic","20 to 29","El Dorado County",25,16,7,0,16,64,132,0
"420",2015,"Male","Hispanic","20 to 29","Fresno County",807,385,168,35,684,2079,4251,0
"421",2015,"Male","Hispanic","20 to 29","Glenn County",14,2,4,0,6,26,50,0
"422",2015,"Male","Hispanic","20 to 29","Humboldt County",12,4,6,0,6,28,124,0
"423",2015,"Male","Hispanic","20 to 29","Imperial County",147,90,175,6,144,562,1058,0
"424",2015,"Male","Hispanic","20 to 29","Inyo County",7,0,1,0,6,14,29,0
"425",2015,"Male","Hispanic","20 to 29","Kern County",614,387,146,23,473,1643,4242,0
"426",2015,"Male","Hispanic","20 to 29","Kings County",119,53,36,6,155,369,887,0
"427",2015,"Male","Hispanic","20 to 29","Lake County",17,14,17,0,15,63,116,0
"428",2015,"Male","Hispanic","20 to 29","Lassen County",3,2,1,0,3,9,10,0
"429",2015,"Male","Hispanic","20 to 29","Los Angeles County",4866,3243,1611,174,3508,13402,31007,0
"430",2015,"Male","Hispanic","20 to 29","Madera County",91,33,52,2,65,243,459,0
"431",2015,"Male","Hispanic","20 to 29","Marin County",46,21,16,5,25,113,405,0
"432",2015,"Male","Hispanic","20 to 29","Mariposa County",2,0,1,0,0,3,13,0
"433",2015,"Male","Hispanic","20 to 29","Mendocino County",31,9,21,0,24,85,194,0
"434",2015,"Male","Hispanic","20 to 29","Merced County",170,93,59,6,192,520,1164,0
"435",2015,"Male","Hispanic","20 to 29","Modoc County",1,0,1,0,1,3,9,0
"436",2015,"Male","Hispanic","20 to 29","Mono County",3,1,3,0,1,8,10,0
"437",2015,"Male","Hispanic","20 to 29","Monterey County",289,154,69,19,234,765,1610,0
"438",2015,"Male","Hispanic","20 to 29","Napa County",70,8,5,2,67,152,459,0
"439",2015,"Male","Hispanic","20 to 29","Nevada County",8,4,7,2,4,25,36,0
"440",2015,"Male","Hispanic","20 to 29","Orange County",1036,784,311,59,714,2904,8740,0
"441",2015,"Male","Hispanic","20 to 29","Placer County",28,19,15,4,29,95,238,0
"442",2015,"Male","Hispanic","20 to 29","Plumas County",0,1,0,0,2,3,3,0
"443",2015,"Male","Hispanic","20 to 29","Riverside County",813,617,332,33,635,2430,5561,0
"444",2015,"Male","Hispanic","20 to 29","Sacramento County",337,147,142,7,254,887,1424,0
"445",2015,"Male","Hispanic","20 to 29","San Benito County",33,17,24,1,41,116,249,0
"446",2015,"Male","Hispanic","20 to 29","San Bernardino County",1296,1210,691,45,853,4095,7645,0
"447",2015,"Male","Hispanic","20 to 29","San Diego County",944,459,306,23,760,2492,6231,0
"448",2015,"Male","Hispanic","20 to 29","San Francisco County",0,5,3,0,5,13,91,0
"449",2015,"Male","Hispanic","20 to 29","San Joaquin County",270,111,112,5,262,760,1473,0
"450",2015,"Male","Hispanic","20 to 29","San Luis Obispo County",55,39,12,7,30,143,707,0
"451",2015,"Male","Hispanic","20 to 29","San Mateo County",175,112,72,7,156,522,1630,0
"452",2015,"Male","Hispanic","20 to 29","Santa Barbara County",229,112,170,14,165,690,2127,0
"453",2015,"Male","Hispanic","20 to 29","Santa Clara County",625,341,192,22,400,1580,4013,0
"454",2015,"Male","Hispanic","20 to 29","Santa Cruz County",107,49,28,6,107,297,780,0
"455",2015,"Male","Hispanic","20 to 29","Shasta County",10,8,5,0,4,27,101,0
"456",2015,"Male","Hispanic","20 to 29","Sierra County",0,0,0,0,0,0,0,0
"457",2015,"Male","Hispanic","20 to 29","Siskiyou County",4,3,14,0,12,33,43,0
"458",2015,"Male","Hispanic","20 to 29","Solano County",100,62,31,4,73,270,625,0
"459",2015,"Male","Hispanic","20 to 29","Sonoma County",132,63,38,10,83,326,959,0
"460",2015,"Male","Hispanic","20 to 29","Stanislaus County",323,154,124,10,233,844,1316,0
"461",2015,"Male","Hispanic","20 to 29","Sutter County",43,12,16,6,37,114,273,0
"462",2015,"Male","Hispanic","20 to 29","Tehama County",15,11,28,3,20,77,129,0
"463",2015,"Male","Hispanic","20 to 29","Trinity County",0,1,7,0,1,9,1,0
"464",2015,"Male","Hispanic","20 to 29","Tulare County",428,244,316,28,315,1331,2964,0
"465",2015,"Male","Hispanic","20 to 29","Tuolumne County",1,3,1,0,9,14,30,0
"466",2015,"Male","Hispanic","20 to 29","Ventura County",395,304,180,7,458,1344,3834,0
"467",2015,"Male","Hispanic","20 to 29","Yolo County",80,40,29,2,60,211,469,0
"468",2015,"Male","Hispanic","20 to 29","Yuba County",39,12,7,5,23,86,139,0
"469",2015,"Male","Hispanic","30 to 39","Alameda County",178,176,103,9,132,598,1965,0
"470",2015,"Male","Hispanic","30 to 39","Alpine County",0,0,0,0,0,0,0,0
"471",2015,"Male","Hispanic","30 to 39","Amador County",2,2,1,1,4,10,17,0
"472",2015,"Male","Hispanic","30 to 39","Butte County",21,5,17,0,7,50,159,0
"473",2015,"Male","Hispanic","30 to 39","Calaveras County",3,0,0,1,4,8,12,0
"474",2015,"Male","Hispanic","30 to 39","Colusa County",2,1,1,0,11,15,61,0
"475",2015,"Male","Hispanic","30 to 39","Contra Costa County",137,158,58,12,132,497,948,0
"476",2015,"Male","Hispanic","30 to 39","Del Norte County",4,0,4,0,0,8,11,0
"477",2015,"Male","Hispanic","30 to 39","El Dorado County",16,7,3,0,6,32,64,0
"478",2015,"Male","Hispanic","30 to 39","Fresno County",582,267,137,33,504,1523,3051,0
"479",2015,"Male","Hispanic","30 to 39","Glenn County",9,2,4,1,6,22,45,0
"480",2015,"Male","Hispanic","30 to 39","Humboldt County",5,0,3,0,4,12,65,0
"481",2015,"Male","Hispanic","30 to 39","Imperial County",121,77,199,6,114,517,724,0
"482",2015,"Male","Hispanic","30 to 39","Inyo County",1,1,4,0,0,6,19,0
"483",2015,"Male","Hispanic","30 to 39","Kern County",402,238,122,18,275,1055,2725,0
"484",2015,"Male","Hispanic","30 to 39","Kings County",74,52,20,6,81,233,660,0
"485",2015,"Male","Hispanic","30 to 39","Lake County",6,4,20,2,11,43,106,0
"486",2015,"Male","Hispanic","30 to 39","Lassen County",3,1,1,0,2,7,12,0
"487",2015,"Male","Hispanic","30 to 39","Los Angeles County",2961,1944,1119,167,1857,8048,19265,0
"488",2015,"Male","Hispanic","30 to 39","Madera County",58,15,36,1,36,146,272,0
"489",2015,"Male","Hispanic","30 to 39","Marin County",40,16,6,2,7,71,293,0
"490",2015,"Male","Hispanic","30 to 39","Mariposa County",1,2,0,0,0,3,7,0
"491",2015,"Male","Hispanic","30 to 39","Mendocino County",18,6,15,3,9,51,93,0
"492",2015,"Male","Hispanic","30 to 39","Merced County",122,71,39,7,122,361,831,0
"493",2015,"Male","Hispanic","30 to 39","Modoc County",0,2,2,0,0,4,3,0
"494",2015,"Male","Hispanic","30 to 39","Mono County",2,0,0,0,1,3,11,0
"495",2015,"Male","Hispanic","30 to 39","Monterey County",172,118,44,17,101,452,983,0
"496",2015,"Male","Hispanic","30 to 39","Napa County",36,8,2,1,30,77,322,0
"497",2015,"Male","Hispanic","30 to 39","Nevada County",4,2,6,0,3,15,36,0
"498",2015,"Male","Hispanic","30 to 39","Orange County",582,432,222,44,314,1594,4805,0
"499",2015,"Male","Hispanic","30 to 39","Placer County",21,18,13,2,29,83,160,0
"500",2015,"Male","Hispanic","30 to 39","Plumas County",3,0,0,0,0,3,5,0
"501",2015,"Male","Hispanic","30 to 39","Riverside County",552,333,236,26,383,1530,3369,0
"502",2015,"Male","Hispanic","30 to 39","Sacramento County",225,116,72,13,144,570,1024,0
"503",2015,"Male","Hispanic","30 to 39","San Benito County",31,7,23,2,29,92,183,0
"504",2015,"Male","Hispanic","30 to 39","San Bernardino County",852,692,553,43,502,2642,4804,0
"505",2015,"Male","Hispanic","30 to 39","San Diego County",601,259,233,17,525,1635,3466,0
"506",2015,"Male","Hispanic","30 to 39","San Francisco County",1,4,2,0,4,11,61,0
"507",2015,"Male","Hispanic","30 to 39","San Joaquin County",220,74,54,10,149,507,1154,0
"508",2015,"Male","Hispanic","30 to 39","San Luis Obispo County",40,24,9,4,14,91,459,0
"509",2015,"Male","Hispanic","30 to 39","San Mateo County",100,62,30,9,71,272,1081,0
"510",2015,"Male","Hispanic","30 to 39","Santa Barbara County",160,65,118,11,78,432,1208,0
"511",2015,"Male","Hispanic","30 to 39","Santa Clara County",370,224,127,32,274,1027,3149,0
"512",2015,"Male","Hispanic","30 to 39","Santa Cruz County",78,21,44,3,57,203,630,0
"513",2015,"Male","Hispanic","30 to 39","Shasta County",8,6,7,1,12,34,94,0
"514",2015,"Male","Hispanic","30 to 39","Sierra County",0,0,0,0,0,0,1,0
"515",2015,"Male","Hispanic","30 to 39","Siskiyou County",2,1,6,0,4,13,27,0
"516",2015,"Male","Hispanic","30 to 39","Solano County",76,55,15,5,68,219,403,0
"517",2015,"Male","Hispanic","30 to 39","Sonoma County",96,32,32,12,41,213,697,0
"518",2015,"Male","Hispanic","30 to 39","Stanislaus County",228,130,147,12,147,664,1013,0
"519",2015,"Male","Hispanic","30 to 39","Sutter County",26,11,10,1,21,69,202,0
"520",2015,"Male","Hispanic","30 to 39","Tehama County",7,5,16,2,10,40,84,0
"521",2015,"Male","Hispanic","30 to 39","Trinity County",0,0,2,0,0,2,0,0
"522",2015,"Male","Hispanic","30 to 39","Tulare County",307,164,316,23,185,995,2217,0
"523",2015,"Male","Hispanic","30 to 39","Tuolumne County",1,3,1,0,7,12,27,0
"524",2015,"Male","Hispanic","30 to 39","Ventura County",258,143,160,11,273,845,2612,0
"525",2015,"Male","Hispanic","30 to 39","Yolo County",44,32,17,1,43,137,308,0
"526",2015,"Male","Hispanic","30 to 39","Yuba County",24,6,5,2,13,50,86,0
"527",2015,"Male","Hispanic","40 to 69","Alameda County",125,74,71,11,111,392,1684,0
"528",2015,"Male","Hispanic","40 to 69","Alpine County",0,0,0,0,0,0,0,0
"529",2015,"Male","Hispanic","40 to 69","Amador County",6,2,0,0,2,10,32,0
"530",2015,"Male","Hispanic","40 to 69","Butte County",16,3,12,1,12,44,134,0
"531",2015,"Male","Hispanic","40 to 69","Calaveras County",2,0,0,0,4,6,30,0
"532",2015,"Male","Hispanic","40 to 69","Colusa County",8,0,1,2,7,18,68,0
"533",2015,"Male","Hispanic","40 to 69","Contra Costa County",103,62,39,19,65,288,816,0
"534",2015,"Male","Hispanic","40 to 69","Del Norte County",2,0,0,0,0,2,4,0
"535",2015,"Male","Hispanic","40 to 69","El Dorado County",5,3,2,2,6,18,72,0
"536",2015,"Male","Hispanic","40 to 69","Fresno County",370,118,96,48,388,1020,3152,0
"537",2015,"Male","Hispanic","40 to 69","Glenn County",6,1,0,1,3,11,38,0
"538",2015,"Male","Hispanic","40 to 69","Humboldt County",7,0,4,0,3,14,49,0
"539",2015,"Male","Hispanic","40 to 69","Imperial County",92,48,141,7,79,367,688,0
"540",2015,"Male","Hispanic","40 to 69","Inyo County",1,1,1,0,1,4,12,0
"541",2015,"Male","Hispanic","40 to 69","Kern County",210,104,87,23,119,543,2445,0
"542",2015,"Male","Hispanic","40 to 69","Kings County",58,24,23,3,56,164,645,0
"543",2015,"Male","Hispanic","40 to 69","Lake County",8,4,15,2,10,39,76,0
"544",2015,"Male","Hispanic","40 to 69","Lassen County",2,0,1,1,0,4,7,0
"545",2015,"Male","Hispanic","40 to 69","Los Angeles County",2230,951,842,240,1197,5460,19063,0
"546",2015,"Male","Hispanic","40 to 69","Madera County",19,15,31,2,35,102,261,0
"547",2015,"Male","Hispanic","40 to 69","Marin County",25,4,3,5,5,42,202,0
"548",2015,"Male","Hispanic","40 to 69","Mariposa County",0,0,0,0,0,0,14,0
"549",2015,"Male","Hispanic","40 to 69","Mendocino County",12,3,5,0,8,28,88,0
"550",2015,"Male","Hispanic","40 to 69","Merced County",68,28,28,13,88,225,658,0
"551",2015,"Male","Hispanic","40 to 69","Modoc County",0,1,0,0,1,2,6,0
"552",2015,"Male","Hispanic","40 to 69","Mono County",0,0,0,0,1,1,6,0
"553",2015,"Male","Hispanic","40 to 69","Monterey County",114,44,46,9,67,280,862,0
"554",2015,"Male","Hispanic","40 to 69","Napa County",30,4,4,1,22,61,254,0
"555",2015,"Male","Hispanic","40 to 69","Nevada County",5,4,2,3,2,16,33,0
"556",2015,"Male","Hispanic","40 to 69","Orange County",347,187,152,72,193,951,4067,0
"557",2015,"Male","Hispanic","40 to 69","Placer County",13,5,10,3,20,51,110,0
"558",2015,"Male","Hispanic","40 to 69","Plumas County",1,0,0,0,0,1,3,0
"559",2015,"Male","Hispanic","40 to 69","Riverside County",373,165,179,43,250,1010,3213,0
"560",2015,"Male","Hispanic","40 to 69","Sacramento County",174,69,62,27,89,421,974,0
"561",2015,"Male","Hispanic","40 to 69","San Benito County",21,5,31,5,18,80,143,0
"562",2015,"Male","Hispanic","40 to 69","San Bernardino County",538,337,371,54,356,1656,4120,0
"563",2015,"Male","Hispanic","40 to 69","San Diego County",395,153,177,38,355,1118,3576,0
"564",2015,"Male","Hispanic","40 to 69","San Francisco County",1,4,0,0,1,6,66,0
"565",2015,"Male","Hispanic","40 to 69","San Joaquin County",152,45,32,18,94,341,943,0
"566",2015,"Male","Hispanic","40 to 69","San Luis Obispo County",33,9,12,1,6,61,353,0
"567",2015,"Male","Hispanic","40 to 69","San Mateo County",89,30,17,9,46,191,811,0
"568",2015,"Male","Hispanic","40 to 69","Santa Barbara County",78,27,93,10,70,278,1777,0
"569",2015,"Male","Hispanic","40 to 69","Santa Clara County",311,132,83,47,219,792,2946,0
"570",2015,"Male","Hispanic","40 to 69","Santa Cruz County",43,11,16,5,31,106,492,0
"571",2015,"Male","Hispanic","40 to 69","Shasta County",8,4,6,0,5,23,86,0
"572",2015,"Male","Hispanic","40 to 69","Siskiyou County",6,0,5,0,6,17,25,0
"573",2015,"Male","Hispanic","40 to 69","Solano County",51,24,15,5,32,127,394,0
"574",2015,"Male","Hispanic","40 to 69","Sonoma County",69,16,18,6,15,124,493,0
"575",2015,"Male","Hispanic","40 to 69","Stanislaus County",151,63,97,12,93,416,956,0
"576",2015,"Male","Hispanic","40 to 69","Sutter County",20,11,8,3,17,59,100,0
"577",2015,"Male","Hispanic","40 to 69","Tehama County",11,2,9,0,3,25,94,0
"578",2015,"Male","Hispanic","40 to 69","Trinity County",0,1,4,0,0,5,0,0
"579",2015,"Male","Hispanic","40 to 69","Tulare County",211,113,292,24,157,797,2062,0
"580",2015,"Male","Hispanic","40 to 69","Tuolumne County",2,4,0,0,7,13,37,0
"581",2015,"Male","Hispanic","40 to 69","Ventura County",185,72,108,19,182,566,2089,0
"582",2015,"Male","Hispanic","40 to 69","Yolo County",46,13,11,2,31,103,338,0
"583",2015,"Male","Hispanic","40 to 69","Yuba County",15,1,5,1,3,25,60,0
