"","X","rowid","state_fips_code","county_fips_code","fips_code","state_abbreviation","county_name","release_year","county_ranked_yes_1_no_0","premature_death","poor_or_fair_health","poor_physical_health_days","poor_mental_health_days","adult_smoking","adult_obesity","food_environment_index","physical_inactivity","access_to_exercise_opportunities","excessive_drinking","alcohol_impaired_driving_deaths","sexually_transmitted_infections","teen_births","uninsured","primary_care_physicians","ratio_of_population_to_primary_care_physicians","dentists","ratio_of_population_to_dentists","mental_health_providers","ratio_of_population_to_mental_health_providers","preventable_hospital_stays","diabetes_monitoring","mammography_screening","some_college","unemployment","children_in_poverty","income_inequality","children_in_single_parent_households","social_associations","violent_crime","injury_deaths","air_pollution_particulate_matter","drinking_water_violations","severe_housing_problems","driving_alone_to_work","long_commute_driving_alone","premature_age_adjusted_mortality","child_mortality","infant_mortality","diabetes_prevalence","hiv_prevalence","food_insecurity","limited_access_to_healthy_foods","drug_poisoning_deaths","motor_vehicle_crash_deaths","uninsured_adults","uninsured_children","health_care_costs","other_primary_care_providers","ratio_of_population_to_primary_care_providers_other_than_physicians","could_not_see_doctor_due_to_cost","median_household_income","children_eligible_for_free_lunch","homicides","population","percent_65_and_older","percent_non_hispanic_african_american","percent_american_indian_and_alaskan_native","percent_asian","percent_native_hawaiian_other_pacific_islander","percent_hispanic","percent_non_hispanic_white","percent_not_proficient_in_english","percent_females","percent_rural","communicable_disease","coronary_heart_disease_hospitalizations","cerebrovascular_disease_hospitalizations","self_inflicted_injury_hospitalizations","cancer_incidence","smoking_during_pregnancy","drug_arrests","alcohol_related_hospitalizations","motor_vehicle_crash_occupancy_rate","on_road_motor_vehicle_crash_related_er_visits","off_road_motor_vehicle_crash_related_er_visits","no_recent_dental_visit","did_not_get_needed_health_care","childhood_immunizations","local_health_department_staffing","reading_proficiency","w_2_enrollment","poverty","older_adults_living_alone","hate_crimes","child_abuse","injury_hospitalizations","fall_fatalities_65","year_structure_built","male_population_0_17","male_population_18_44","male_population_45_64","male_population_65","total_male_population","female_population_0_17","female_population_18_44","female_population_45_64","female_population_65","total_female_population","population_growth","frequent_physical_distress","frequent_mental_distress","drug_overdose_deaths","drug_overdose_deaths_modeled","insufficient_sleep","residential_segregation_black_white","residential_segregation_non_white_white","disconnected_youth","children_eligible_for_free_or_reduced_price_lunch","firearm_fatalities","premature_death_white","premature_death_black","premature_death_hispanic","teen_births_white","teen_births_black","teen_births_hispanic","diabetes_monitoring_white","diabetes_monitoring_black","mammography_screening_white","mammography_screening_black","children_in_poverty_white","children_in_poverty_black","children_in_poverty_hispanic","driving_alone_to_work_white","driving_alone_to_work_black","driving_alone_to_work_hispanic","premature_age_adjusted_mortality_white","premature_age_adjusted_mortality_black","premature_age_adjusted_mortality_hispanic","child_mortality_white","child_mortality_black","child_mortality_hispanic","infant_mortality_white","infant_mortality_black","infant_mortality_hispanic","median_household_income_white","median_household_income_black","median_household_income_hispanic"
"120",187,188,6,1,6001,"CA","alameda_county",2017,1,4767.5,0.1113081599,2.9731353927,3.1999784107,0.0987341369,0.2,7.7,0.158,0.9973316047,0.1694587654,0.2961956522,456.9,19.641286199,0.0959810707,0.001068333,936.03776874,0.000894266,1118.2354949,0.005155001,193.98638247,33.13,0.8094248094,0.6129559064,0.7287150552,0.0474449236,0.138,5.3667531375,0.2826652081,6.4993876174,720.31393356,42.817665244,9,0,0.2445649183,0.6359611309,0.431,244.6,35.060390252,4.4091899811,0.085,406.8,0.149,0.0160412838,NA,5.2282521193,0.114116443,0.0440702647,8394.8,0.0004431653,2256.4944904,NA,81462,NA,7.7,1638215,0.1274014705,0.1094648749,0.011227464,0.2951828667,0.0097532986,0.22588366,0.3248480816,0.091495055,0.5094990584,0.0038860575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0905390745,0.0943635677,11.163980649,NA,0.322,50.145951444,34.274170539,0.1238,0.4393044269,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",188,189,6,3,6003,"CA","alpine_county",2017,0,NA,0.1715019408,4.5109602554,4.3099873055,0.1562926291,0.234,6.5,0.186,0.965106383,0.1744390323,0.1666666667,NA,NA,0.1507936508,0,-1116,0,-1110,0.0054054054,185,NA,0.875,NA,0.6143497758,0.0788461538,0.357,5.4413212294,0.2749003984,8.9605734767,529.56751986,NA,4.9,0,0.164556962,0.6253164557,0.53,NA,NA,NA,0.103,NA,0.15,0.1298823421,NA,NA,0.17397882,0.0865800866,6200.26,0,-1110,NA,50882,NA,NA,1110,0.2198198198,0.0054054054,0.2324324324,0.0117117117,0,0.0918918919,0.6693693694,0.0119047619,0.4738738739,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1330523105,0.132601283,NA,NA,0.305,NA,NA,NA,0.6590909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",189,190,6,5,6005,"CA","amador_county",2017,1,6117.9,0.1260502935,3.4683908376,3.5315961938,0.1148649966,0.255,7.6,0.183,0.6884828437,0.1906354384,0.1842105263,153.3,21.316033364,0.1041284591,0.000571553,1749.6190476,0.0008107889,1233.3666667,0.0018377882,544.13235294,32.78,0.8472906404,0.6661676647,0.5680200369,0.0663704527,0.195,4.6127934062,0.3336892686,8.9815470034,278.86374233,88.529014845,7.9,1,0.2124824684,0.7914983165,0.362,297.5,NA,NA,0.102,121.7,0.147,0.0315009199,NA,16.438628483,0.115808339,0.0685279188,7637.6,0.0005945785,1681.8636364,NA,55879,NA,5,37001,0.2578038431,0.0198373017,0.0228372206,0.0147023053,0.002459393,0.1352125618,0.7910326748,0.0115135726,0.4674197995,0.6042372214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1001521867,0.1047806912,24.487130652,NA,0.283,NA,21.222034998,0.2744,0.4589920949,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",190,191,6,7,6007,"CA","butte_county",2017,1,7438,0.1639278739,4.3130426924,4.1000533486,0.145094653,0.259,6.5,0.191,0.8140954545,0.2091615579,0.3474576271,489.9,23.996620194,0.1307519027,0.0006377068,1568.1188811,0.0006965055,1435.7388535,0.0051860823,192.82378101,39.01,0.7817752101,0.6033261472,0.6869976924,0.072092086,0.238,5.2883279296,0.3416422615,7.3581548423,298.55568452,90.341943358,8.1,1,0.2319165242,0.7517996002,0.222,369.8,45.294608284,5.5409740449,0.102,105.8,0.18,0.0721909629,NA,12.618101568,0.1552165425,0.0585311165,8553.45,0.0008961408,1115.8960396,NA,45369,NA,3.9,225411,0.1754262214,0.0152565758,0.0247858357,0.0468300127,0.0028170764,0.1574945322,0.7303148471,0.023858295,0.5051528098,0.1890181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1273595777,0.1241742703,29.177868884,NA,0.316,59.308174777,27.461188676,0.1426,0.5709534726,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",191,192,6,9,6009,"CA","calaveras_county",2017,1,7209.5,0.1239610283,3.6087172153,3.708436763,0.1174827567,0.235,7.8,0.194,0.621308526,0.1909223103,0.3181818182,150.5,18.136403128,0.1063489187,0.0004930082,2028.3636364,0.0004461497,2241.4,0.0014722941,679.21212121,34.36,0.8316455696,0.643296433,0.5888040712,0.0645192588,0.212,4.9492766646,0.3061630219,8.067407673,255.663238,96.978472567,7.8,1,0.1978609626,0.7913443713,0.52,317.5,46.820863377,NA,0.1,58.7,0.141,0.0214707815,NA,23.157033235,0.1200126163,0.0663915524,7288.86,0.0002230749,4482.8,NA,52471,NA,3.2,44828,0.2586553047,0.0086999197,0.0186490586,0.0159721603,0.0022976711,0.1152404747,0.8179262961,0.0077041244,0.5004461497,0.7540918864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1032061301,0.107912749,21.647122052,NA,0.275,77.061010054,26.604709993,0.2401,0.5018251347,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",192,193,6,11,6011,"CA","colusa_county",2017,1,5432.4,0.2022350086,4.1950377184,3.9139527353,0.1300179851,0.254,7.7,0.164,0.5716420001,0.1803109823,0.1142857143,173.2,41.390728477,0.1690071848,0.0003268126,3059.8571429,0.0003724048,2685.25,0.0016758216,596.72222222,53.01,0.8835820896,0.6028708134,0.4873980726,0.1534887876,0.194,3.6642467527,0.30876726,7.9368784724,199.59771004,73.680970723,7.1,0,0.1801604668,0.7680280047,0.288,285.2,53.586150041,NA,0.096,NA,0.143,0.0268231773,NA,17.346285226,0.2110179641,0.0820471162,7562.96,0.0003258542,3068.8571429,NA,51118,NA,NA,21482,0.1344846849,0.0090308165,0.0256959315,0.018527139,0.0057257239,0.5849548459,0.3616516153,0.1452627308,0.4869658319,0.3172417013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1289197922,0.120184094,NA,NA,0.319,49.73526496,10.101045884,0.1635,0.7047978211,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",193,194,6,13,6013,"CA","contra_costa_county",2017,1,4712.1,0.1205071755,3.3022893942,3.4589076525,0.1061901268,0.25,8.1,0.181,0.9586806797,0.1801611135,0.2814814815,388.4,17.929466952,0.0981682382,0.0009834983,1016.778591,0.0008244989,1212.8579117,0.0030113291,332.07928087,33.76,0.815581854,0.6359174001,0.6921019229,0.0500592783,0.127,4.8766307518,0.2652447054,5.4708779229,366.02249352,44.286381372,7.7,0,0.2261643453,0.6894647983,0.482,239.7,30.032306318,4.5482972312,0.094,217.8,0.125,0.0270358801,NA,6.3847531566,0.1212475594,0.0416024029,8288.9,0.0003922804,2549.1968326,NA,83036,NA,6.8,1126745,0.1459993166,0.0880483162,0.0100093633,0.1683051622,0.0059543197,0.2529640691,0.4500645665,0.0646745272,0.5120555228,0.0079273611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0963569267,0.1012073549,11.223516328,NA,0.34,54.80294465,36.089967595,0.1383,0.4029090826,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",194,195,6,15,6015,"CA","del_norte_county",2017,1,8297.8,0.1777421802,4.3994271805,4.1168472991,0.1539069822,0.255,6,0.187,0.6681929395,0.1875832373,0.2075471698,211.7,53.120617111,0.1272554606,0.0008084669,1236.9090909,0.000807221,1238.8181818,0.0037792618,264.60194175,48.74,0.8916666667,0.5742857143,0.4333288392,0.0860312658,0.338,5.4932027189,0.4741125541,5.8797589299,582.28443713,103.38291884,5.8,0,0.2522146952,0.7482526058,0.092,423.7,47.032666325,NA,0.084,125.8,0.188,0.1021732244,NA,24.936767482,0.1540499094,0.0623110514,7867.12,0.0007338372,1362.7,NA,38963,NA,7.1,27254,0.1626183313,0.0332428267,0.0913260439,0.0357011815,0.0016511338,0.1977324429,0.6279812138,0.0250593915,0.4516768181,0.3367354072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1317976925,0.1254608997,21.860843586,NA,0.321,NA,23.317399675,0.279,0.6127153603,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",195,196,6,17,6017,"CA","el_dorado_county",2017,1,5220.8,0.1200298901,3.7030261114,3.5024310858,0.1125937113,0.206,7.7,0.155,0.935435054,0.1938731381,0.4298245614,178.3,14.455368442,0.0925579242,0.0007318925,1366.3208955,0.0007590051,1317.5142857,0.0027812114,359.55555556,32.21,0.8374844334,0.6476293103,0.697700063,0.0566757554,0.116,4.9195099691,0.2160960427,6.1719291921,227.6060712,72.026570778,8.1,0,0.2130072917,0.7619072332,0.395,257.6,25.330596763,4.0098967665,0.075,90.5,0.13,0.0475281783,NA,11.318192107,0.1079215051,0.0520457205,7922.6,0.000314445,3180.2068966,NA,75575,NA,2.4,184452,0.1864604342,0.0086580791,0.0133530675,0.0417994926,0.0020330492,0.1281254744,0.7830817774,0.019370697,0.499381953,0.3469993041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101951302,0.1029554296,21.6648825,NA,0.298,66.803293344,38.098220882,0.1129,0.2960049679,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",196,197,6,19,6019,"CA","fresno_county",2017,1,6895.5,0.2292290681,4.4648501876,4.03541281,0.1362686921,0.266,7.1,0.209,0.7882777151,0.1767179689,0.2625,599.8,47.707943624,0.154457102,0.0006656494,1502.2923795,0.000578544,1728.4769504,0.0027562904,362.80647562,42.89,0.8293035005,0.5940186246,0.5168159165,0.1019028836,0.363,5.0926025627,0.4155685231,5.2485884713,507.12096471,55.025103898,14.3,1,0.2873089265,0.769322143,0.221,341.4,58.320913969,6.9804826056,0.094,215.9,0.16,0.0545208378,NA,13.225213946,0.2057628442,0.0507153865,8665.11,0.0006298334,1587.7214984,NA,46608,NA,7.1,974861,0.1149640821,0.0473021282,0.0297745012,0.107220414,0.0027111557,0.5239731613,0.304080274,0.1242830307,0.5010673317,0.1080520178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1445035389,0.1284133653,12.39595084,NA,0.301,49.27268156,28.869525446,0.1844,0.7173590019,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",197,198,6,21,6021,"CA","glenn_county",2017,1,6667.4,0.1990696622,4.3234852137,4.0753887738,0.1428177335,0.267,7.3,0.19,0.6267335182,0.1701058704,0.1515151515,275.6,40.751043115,0.1800545749,0.0002146307,4659.1666667,0.0007495449,1334.1428571,0.0011421637,875.53125,49.83,0.7915129151,0.5477707006,0.4684234439,0.08733791,0.257,5.5765657587,0.3032120485,9.6583795385,419.23755611,77.125228519,7.2,1,0.2118380062,0.7618006559,0.269,370.5,52.897808047,NA,0.084,61.5,0.149,0.0533826335,NA,13.248137618,0.2236483135,0.0871642562,8369.83,0.0003926188,2547,NA,43584,NA,NA,28017,0.1506228361,0.0076739123,0.0298390263,0.03098119,0.0017846308,0.4113216975,0.521933112,0.0970220941,0.4961273513,0.4087191523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13285309,0.126791364,21.451043951,NA,0.318,49.156549732,9.7202163616,0.1779,0.68466434,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",198,199,6,23,6023,"CA","humboldt_county",2017,1,8768.6,0.1571548208,4.3887911916,4.1878659549,0.159289783,0.255,6.5,0.147,0.8401164734,0.2089400365,0.3698630137,330.9,23.174157303,0.1491656547,0.0006676112,1497.8777778,0.0007957149,1256.7314815,0.0035733494,279.84948454,32.13,0.8361018826,0.6447507953,0.6512992456,0.0562802357,0.23,4.8036697248,0.3974423561,9.7174520989,331.97064473,108.80247607,6,1,0.2594051975,0.7230458936,0.168,423.6,58.781701825,6.2180974478,0.088,117.6,0.18,0.0650285007,NA,18.133923799,0.176125107,0.0643171806,7028.1,0.0008620245,1160.0598291,NA,40739,NA,5.8,135727,0.1605502221,0.0122746395,0.0624415186,0.0288815048,0.0033523175,0.1112674707,0.7489887789,0.018767281,0.5007846633,0.2975865937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1275575566,0.1265979483,30.86198766,NA,0.314,46.549966678,28.149633353,0.1347,0.549512853,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",199,200,6,25,6025,"CA","imperial_county",2017,1,5550.5,0.2706973818,4.6595932556,4.1267244074,0.1377491179,0.263,6.7,0.209,0.6853226989,0.1733285316,0.1917808219,411.7,54.467738653,0.1598651812,0.0002177664,4592.0769231,0.0003274303,3054.0847458,0.0011376817,878.9804878,37.68,0.847463398,0.4757489301,0.5379244074,0.2400836396,0.314,6.0073946917,0.3347342545,4.8020280193,311.04016756,49.670120725,10.3,1,0.2712058212,0.7996545769,0.214,297.5,30.904167648,3.7077725899,0.083,172.6,0.166,0.0804700349,NA,10.918734688,0.2092693068,0.0650701774,8761.81,0.0004217747,2370.9342105,NA,39925,NA,2.1,180191,0.124545621,0.025411924,0.0258059504,0.023563885,0.002147721,0.826728305,0.1192068416,0.2075794726,0.4901854144,0.1741783553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1532266932,0.1330603107,18.10154031,NA,0.341,50.331732557,19.826813437,0.2087,0.7471636953,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",200,201,6,27,6027,"CA","inyo_county",2017,1,6743,0.1472772915,3.8888339195,3.8259934387,0.1234639505,0.233,6.8,0.184,0.7745066322,0.1810628332,0.44,330.3,35.178479048,0.1342885237,0.0011950027,836.81818182,0.0007667032,1304.2857143,0.0034501643,289.84126984,23.22,0.799382716,0.5886075949,0.5384420198,0.0582725193,0.199,4.586378658,0.3944327731,9.2341118957,473.88260635,81.424383889,5.8,1,0.1898412698,0.6962680133,0.114,328.9,NA,NA,0.094,88.5,0.143,0.1077763596,NA,9.2879256966,0.1537875179,0.0850528435,7365.59,0.0009857612,1014.4444444,NA,51697,NA,NA,18260,0.2214676889,0.0078313253,0.1287513691,0.0167031763,0.0013691128,0.2087075575,0.6426067908,0.028616025,0.5012048193,0.4643049714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1120051256,0.1140061718,25.391298039,NA,0.301,64.455012018,31.327604218,0.186,0.5323166304,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",201,202,6,29,6029,"CA","kern_county",2017,1,7474.9,0.2268648984,4.5098060555,4.1141239922,0.1455685083,0.303,7.4,0.238,0.8041103771,0.1670431377,0.3041322314,734.3,54.854196682,0.1451291957,0.0004893727,2043.432243,0.0004692941,2130.8599034,0.0015371082,650.57227139,52.83,0.8003452244,0.5295606165,0.4599792471,0.1021220833,0.313,4.9180781196,0.3755252679,4.5392750195,554.98640457,66.647307761,13.9,1,0.2596074744,0.7775769553,0.246,389.5,54.801720949,6.5507488653,0.093,261.5,0.143,0.0540417625,NA,13.75338104,0.1920056168,0.0542983184,9708.64,0.0004624927,2162.1960784,NA,51150,NA,8.7,882176,0.1008778294,0.0526765634,0.0263156105,0.0512970201,0.0027216791,0.52170882,0.3544020694,0.1068061296,0.4867430082,0.1020603098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1410050529,0.1267496753,23.160080415,NA,0.342,48.396287732,26.830078364,0.2281,0.7113361595,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",202,203,6,31,6031,"CA","kings_county",2017,1,6280.3,0.2258207193,4.513332941,4.0340617144,0.1523436257,0.264,7.1,0.204,0.5153155273,0.1995063334,0.1958762887,354.4,52.38665433,0.1428857415,0.000399284,2504.4833333,0.0005961647,1677.3888889,0.0017090054,585.13565891,49.22,0.782940802,0.4935897436,0.4968191589,0.1048771292,0.284,4.4149140497,0.3786177524,4.1259341581,477.85028523,48.19608014,13.5,1,0.2521760451,0.7599180099,0.232,320.5,48.033046736,5.7890342332,0.075,186,0.156,0.056404678,NA,12.987220763,0.1868837162,0.059417093,8532.48,0.0006160368,1623.2795699,NA,46440,NA,5,150965,0.0937038386,0.0613784652,0.0303845262,0.0449773126,0.0033915146,0.5363031166,0.3318716259,0.0995353863,0.4479183917,0.1085160346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1390808026,0.1250035414,13.489785358,NA,0.354,37.270338408,24.855919554,0.2176,0.6749857995,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",203,204,6,33,6033,"CA","lake_county",2017,1,10636.6,0.1818203282,4.501604617,4.3600162036,0.1497928556,0.262,6.4,0.21,0.8717080337,0.1695350764,0.4285714286,277.2,42.00913242,0.1587950468,0.000529727,1887.7647059,0.000448979,2227.2758621,0.0033596012,297.65437788,44.73,0.8195918367,0.4947668887,0.5072270402,0.076698696,0.302,5.1136098509,0.4546014158,6.2320827621,539.11013102,144.2632758,5.5,1,0.2848519147,0.7358309756,0.385,527.4,56.967073032,6.4705882353,0.101,139.7,0.181,0.077333896,NA,23.11013535,0.1870107046,0.0789046354,8176.27,0.0006812095,1467.9772727,NA,37993,NA,9.1,64591,0.2133114521,0.0180830147,0.0408261213,0.0140576861,0.0026474277,0.1963741078,0.7149602886,0.0348468326,0.5014320881,0.3310600789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1358603051,0.1319890272,50.354296987,NA,0.328,64.102244502,30.088388951,0.3263,0.7334861884,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",204,205,6,35,6035,"CA","lassen_county",2017,1,6199.9,0.1438214773,3.7554923432,3.6154868059,0.1407287244,0.239,4.3,0.175,0.3938959736,0.2278284655,0.2682926829,248.7,32.506977508,0.0931799337,0.0004724558,2116.6,0.0011485085,870.69444444,0.0029350774,340.70652174,63.56,0.8086956522,0.5365853659,0.3844807978,0.072720595,0.197,4.4042346182,0.3187513272,6.9293521056,400.8156951,102.3817552,7.1,1,0.1895424837,0.7723965439,0.169,354.1,NA,NA,0.076,143.3,0.171,0.297211497,NA,15.439378994,0.1099821109,0.0522573765,8149.14,0.0006699633,1492.6190476,NA,54670,NA,6.4,31345,0.1299728824,0.0815760089,0.0425905248,0.0158238954,0.0072100814,0.1874302122,0.6573935237,0.0208159867,0.3690221726,0.705258633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1093995823,0.1071125772,33.593331724,NA,0.318,46.728092009,28.865911486,0.4888,0.4902269153,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",205,206,6,37,6037,"CA","los_angeles_county",2017,1,4943.4,0.191837263,3.5829918907,3.6954927058,0.1170026618,0.214,7.9,0.176,0.9757146764,0.1854165894,0.2515192438,547.9,29.480924886,0.1737042372,0.0007212823,1386.4197615,0.0008086297,1236.6600195,0.0027201776,367.62306163,42.17,0.8133730676,0.5493328421,0.604219474,0.0672146237,0.235,5.4175175857,0.358224817,5.5749376897,423.78904351,36.13133527,14.4,1,0.3462559416,0.7298609122,0.461,257.8,36.918240935,4.6744834244,0.091,556.4,0.14,0.0141943731,NA,6.91064745,0.2147406811,0.060671423,11222.19,0.0004541659,2201.8384932,NA,59045,NA,6.1,10170292,0.1255947224,0.0810360214,0.0146641807,0.1497819335,0.0037566276,0.4844168683,0.2662081875,0.1470765487,0.5073668485,0.0060521836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1133267668,0.1138515003,7.5303428764,NA,0.354,58.486303058,35.762732178,0.1439,0.6673488496,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
