"","X","rowid","state_fips_code","county_fips_code","fips_code","state_abbreviation","county_name","release_year","county_ranked_yes_1_no_0","premature_death","poor_or_fair_health","poor_physical_health_days","poor_mental_health_days","adult_smoking","adult_obesity","food_environment_index","physical_inactivity","access_to_exercise_opportunities","excessive_drinking","alcohol_impaired_driving_deaths","sexually_transmitted_infections","teen_births","uninsured","primary_care_physicians","ratio_of_population_to_primary_care_physicians","dentists","ratio_of_population_to_dentists","mental_health_providers","ratio_of_population_to_mental_health_providers","preventable_hospital_stays","diabetes_monitoring","mammography_screening","some_college","unemployment","children_in_poverty","income_inequality","children_in_single_parent_households","social_associations","violent_crime","injury_deaths","air_pollution_particulate_matter","drinking_water_violations","severe_housing_problems","driving_alone_to_work","long_commute_driving_alone","premature_age_adjusted_mortality","child_mortality","infant_mortality","diabetes_prevalence","hiv_prevalence","food_insecurity","limited_access_to_healthy_foods","drug_poisoning_deaths","motor_vehicle_crash_deaths","uninsured_adults","uninsured_children","health_care_costs","other_primary_care_providers","ratio_of_population_to_primary_care_providers_other_than_physicians","could_not_see_doctor_due_to_cost","median_household_income","children_eligible_for_free_lunch","homicides","population","percent_65_and_older","percent_non_hispanic_african_american","percent_american_indian_and_alaskan_native","percent_asian","percent_native_hawaiian_other_pacific_islander","percent_hispanic","percent_non_hispanic_white","percent_not_proficient_in_english","percent_females","percent_rural","communicable_disease","coronary_heart_disease_hospitalizations","cerebrovascular_disease_hospitalizations","self_inflicted_injury_hospitalizations","cancer_incidence","smoking_during_pregnancy","drug_arrests","alcohol_related_hospitalizations","motor_vehicle_crash_occupancy_rate","on_road_motor_vehicle_crash_related_er_visits","off_road_motor_vehicle_crash_related_er_visits","no_recent_dental_visit","did_not_get_needed_health_care","childhood_immunizations","local_health_department_staffing","reading_proficiency","w_2_enrollment","poverty","older_adults_living_alone","hate_crimes","child_abuse","injury_hospitalizations","fall_fatalities_65","year_structure_built","male_population_0_17","male_population_18_44","male_population_45_64","male_population_65","total_male_population","female_population_0_17","female_population_18_44","female_population_45_64","female_population_65","total_female_population","population_growth","frequent_physical_distress","frequent_mental_distress","drug_overdose_deaths","drug_overdose_deaths_modeled","insufficient_sleep","residential_segregation_black_white","residential_segregation_non_white_white","disconnected_youth","children_eligible_for_free_or_reduced_price_lunch","firearm_fatalities","premature_death_white","premature_death_black","premature_death_hispanic","teen_births_white","teen_births_black","teen_births_hispanic","diabetes_monitoring_white","diabetes_monitoring_black","mammography_screening_white","mammography_screening_black","children_in_poverty_white","children_in_poverty_black","children_in_poverty_hispanic","driving_alone_to_work_white","driving_alone_to_work_black","driving_alone_to_work_hispanic","premature_age_adjusted_mortality_white","premature_age_adjusted_mortality_black","premature_age_adjusted_mortality_hispanic","child_mortality_white","child_mortality_black","child_mortality_hispanic","infant_mortality_white","infant_mortality_black","infant_mortality_hispanic","median_household_income_white","median_household_income_black","median_household_income_hispanic"
"64",194,195,6,7,6007,"CA","butte_county",2016,1,7436.8,0.152,4.2,4.2,0.15,0.252,6.4,0.176,0.8140954545,0.199,0.3609022556,419.33925855,24.944173352,0.1710859624,0.0006528885,1531.6551724,0.0006823016,1465.627451,0.0045486775,219.84411765,46.29,0.7652364034,0.6,0.6698139854,0.0865350653,0.243,5.1152521317,0.3573975045,7.564500878,304.10816746,90.787842765,8.93,1,0.2372024684,0.74137587,0.215,375.6,47.861367075,5.6432108718,0.095,108.02452792,0.184,0.0721909629,NA,14.543801841,0.2052097169,0.0710742406,8491.17,0.0008606811,1161.8704663,NA,42302,0.5022239288,4.1,224241,0.1703925687,0.0148679323,0.0248527254,0.0461646175,0.0027292065,0.1545167922,0.7347808831,0.0260936008,0.5045241504,0.1890181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124,0.123,30.24540704,11,0.316,57.80009533,28.602553637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",195,196,6,9,6009,"CA","calaveras_county",2016,1,7536.8,0.118,3.3,3.5,0.116,0.253,7.6,0.174,0.621308526,0.182,0.3333333333,160.92262304,20.663346402,0.1618748128,0.0004942154,2023.4090909,0.0004930082,2028.3636364,0.0012773395,782.87719298,35.48,0.8076923077,0.68,0.610301636,0.0808095731,0.206,4.6807746232,0.3033803502,8.5364483882,228.92637903,95.222488452,9.54,1,0.2102577873,0.7731011127,0.523,331.3,44.281750015,NA,0.105,48.34728619,0.152,0.0214707815,NA,22.932897713,0.1863723533,0.0885909254,7297.31,0.0002689136,3718.6666667,NA,53321,0.3974488083,3.6,44624,0.2509411976,0.0086052349,0.018622266,0.0151712083,0.0021064898,0.1150053783,0.8206122266,0.0104007058,0.5000224095,0.7540918864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,0.103,19.4202314,10,0.275,74.732127808,23.872081808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",196,197,6,11,6011,"CA","colusa_county",2016,1,6254.6,0.208,4.3,4,0.143,0.237,7.6,0.163,0.5716420001,0.177,0.1388888889,107.4214189,43.644298963,0.2421400694,0.000327746,3051.1428571,0.0003268126,3059.8571429,0.0016807507,594.97222222,54.06,0.8602484472,0.6,0.4293669946,0.1745875179,0.199,3.7795402391,0.3234808454,8.4277554078,215.91943121,62.624431006,7.55,0,0.1888162672,0.7586206897,0.279,312.6,59.741914928,NA,0.112,NA,0.148,0.0268231773,NA,16.756481407,0.309430959,0.1040963855,7429.8,0.0003268126,3059.8571429,NA,48006,0.5697304182,NA,21419,0.1311919324,0.0087772538,0.0258648863,0.0176945702,0.0056958775,0.5814930669,0.3665437229,0.1579749149,0.4862972128,0.3172417013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134,0.122,NA,5,0.319,32.621076725,21.32227282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",197,198,6,13,6013,"CA","contra_costa_county",2016,1,4880.3,0.138,3.6,3.5,0.11,0.229,8,0.166,0.9586806797,0.174,0.2863070539,411.54245519,19.680315658,0.1398797582,0.0009659981,1035.1986755,0.0008098339,1234.8211111,0.0029172017,342.7942628,37.29,0.7822859116,0.64,0.6890401422,0.0615949355,0.138,4.788258815,0.2616244394,5.3920426246,396.59624575,46.782194156,8.29,0,0.2338903107,0.6916808527,0.47,247.1,35.342917539,4.5097973389,0.091,219.24727338,0.129,0.0270358801,NA,6.671822042,0.1722562801,0.0606534399,8149.44,0.0003743232,2671.4879808,NA,80338,0.3462722153,8.3,1111339,0.142349904,0.0881288248,0.0099276638,0.1639121816,0.0059054888,0.2515515068,0.4563243079,0.06353354,0.5125654728,0.0079273611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101,0.099,11.841196466,7,0.34,54.137903252,35.543705612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",198,199,6,15,6015,"CA","del_norte_county",2016,1,8718.8,0.172,4.3,4,0.161,0.272,5.9,0.181,0.6681929395,0.191,0.2173913043,63.626723224,53.411962932,0.1667799903,0.0007534173,1327.2857143,0.0007717184,1295.8095238,0.0037115978,269.42574257,58.67,0.8614718615,0.54,0.4505651738,0.101782691,0.31,5.8289863245,0.4636021873,6.4578624475,492.59374892,105.61074695,7.96,0,0.2436888202,0.7610576337,0.091,428.3,58.08887598,NA,0.105,133.53363378,0.192,0.1021732244,NA,28.148907722,0.2041923886,0.0767358858,7692.47,0.0008084669,1236.9090909,NA,41419,0.5742196807,7.5,27212,0.156438336,0.033073644,0.0902175511,0.0367484933,0.0019109217,0.1904674408,0.6329560488,0.0246204193,0.4520064677,0.3367354072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131,0.123,16.791604198,9,0.321,37.008017228,12.998034558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",199,200,6,17,6017,"CA","el_dorado_county",2016,1,5110.9,0.116,3.4,3.4,0.116,0.194,7.6,0.145,0.935435054,0.206,0.4811320755,170.0256423,15.653753316,0.1329617781,0.0007318268,1366.443609,0.0007646638,1307.7642857,0.0025343143,394.58405172,32.85,0.8142673522,0.67,0.7062388964,0.0699573184,0.131,4.7834101382,0.2071510957,5.7775796893,241.19474601,69.300988451,9.5,0,0.2094480065,0.7659237106,0.394,256.1,27.032124222,3.9244542556,0.089,92.216175496,0.136,0.0475281783,NA,10.859286632,0.1581422215,0.0659346083,7757.6,0.0003167893,3156.6724138,NA,70235,0.2466636625,2.9,183087,0.1795976776,0.0085205394,0.0134362352,0.0403087057,0.0020045115,0.1267430238,0.7867134204,0.0190417228,0.4993363811,0.3469993041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,0.1,21.086021801,11,0.298,69.677595998,35.937113581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",200,201,6,19,6019,"CA","fresno_county",2016,1,6902.6,0.218,4.3,4.2,0.134,0.288,6.9,0.19,0.7882777151,0.169,0.2822299652,674.12529869,51.055157403,0.2028748798,0.0006605449,1513.9017433,0.0005631622,1775.6875,0.0025249127,396.05330053,47.65,0.8286649691,0.6,0.5134767113,0.1161325285,0.38,5.1159428138,0.4064910784,5.3073888903,543.05330767,53.384430265,9.59,1,0.2917827783,0.7699954915,0.22,339.3,58.908493076,6.6002318299,0.113,216.76087359,0.166,0.0545208378,NA,13.976956013,0.2696000622,0.0689996985,8607.64,0.0005817962,1718.8149466,NA,43338,0.6924665025,7.3,965974,0.1116862359,0.0473118324,0.0299914905,0.1068134339,0.0025973784,0.519445658,0.3091956926,0.1266211168,0.500853025,0.1080520178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138,0.129,10.351530301,8,0.301,50.386902556,29.049233398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",201,202,6,21,6021,"CA","glenn_county",2016,1,7233.5,0.195,4.3,4.1,0.147,0.283,7.2,0.167,0.6267335182,0.176,0.0588235294,250.07144899,45.579730102,0.2248252489,0.0001789549,5588,0.0007869791,1270.6818182,0.0011446968,873.59375,51,0.7666666667,0.56,0.4823082764,0.1065230865,0.237,5.3745523991,0.3294948966,10.021474588,254.22531896,68.433583781,7.98,1,0.2112159329,0.7511379379,0.27,349.2,64.634973984,NA,0.109,62.189054726,0.155,0.0533826335,NA,15.300189722,0.2847591928,0.0998983223,7800.72,0.000321946,3106.1111111,NA,43755,0.543852287,NA,27955,0.1485959578,0.0073689859,0.0294043999,0.0297978895,0.001752817,0.4038991236,0.5304596673,0.0913393098,0.4957252728,0.4087191523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133,0.126,20.265356968,11,0.318,31.351928686,13.527505236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",202,203,6,23,6023,"CA","humboldt_county",2016,1,8433.9,0.147,4.1,4.1,0.152,0.245,6.3,0.141,0.8401164734,0.198,0.3533834586,287.77618726,24.746974202,0.2083139929,0.0007137918,1400.96875,0.0007937156,1259.8971963,0.0034864141,286.82765957,33.29,0.8534031414,0.65,0.6569684114,0.0678236203,0.239,4.7753569176,0.4141097164,9.3685173206,333.79215416,103.35371657,8.19,1,0.2601069318,0.7347213482,0.155,407.3,58.371070544,6.4290962528,0.091,116.75372747,0.189,0.0650285007,NA,18.461091915,0.2469319277,0.0861023881,7081.36,0.0008159693,1225.5363636,NA,40581,0.4003834861,4.3,134809,0.1541440112,0.0117647932,0.0620136638,0.0275352536,0.0031081011,0.108264285,0.7553427442,0.0173859829,0.5002410818,0.2975865937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123,0.123,32.662837856,11,0.314,48.739091496,27.594308311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",203,204,6,25,6025,"CA","imperial_county",2016,1,5244.5,0.278,4.8,4.2,0.144,0.25,6.5,0.217,0.6853226989,0.165,0.2105263158,333.99642833,56.554442701,0.2146049864,0.0002265211,4414.6,0.000318274,3141.9473684,0.0010274106,973.32065217,48.11,0.8471878316,0.46,0.519207232,0.2361772108,0.313,5.55346651,0.3445955307,4.7569428714,303.97915127,43.209348725,9.43,1,0.2804089297,0.7965285674,0.214,284.2,39.762407344,4.0674557836,0.134,164.81164384,0.174,0.0804700349,NA,11.904387924,0.2796889052,0.090879879,8646.37,0.000362944,2755.2461538,NA,38737,0.6565871853,2.9,179091,0.1201791268,0.0253837435,0.0260482101,0.023446181,0.0020548213,0.8227604961,0.1234679576,0.2068626366,0.4894830003,0.1741783553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158,0.132,14.26900453,6,0.341,48.407083549,19.158554058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",204,205,6,27,6027,"CA","inyo_county",2016,1,5560.3,0.141,3.7,3.8,0.13,0.229,6.8,0.161,0.7745066322,0.182,0.4074074074,427.14247094,37.205770691,0.181874612,0.0010830129,923.35,0.0007604563,1315,0.0032590983,306.83333333,23.54,0.787965616,0.61,0.5017491254,0.0697926843,0.202,4.8575200621,0.4122097574,9.747116478,393.14498115,89.700637631,11.3,1,0.198482933,0.7244734573,0.11,308.6,NA,NA,0.108,89.001907184,0.148,0.1077763596,NA,13.150362795,0.2133659178,0.1016949153,7580.31,0.0009234112,1082.9411765,NA,49267,0.4306878307,NA,18410,0.2135795763,0.0080391092,0.127756654,0.0159152634,0.0013579576,0.2086366105,0.6430200978,0.0281495155,0.498750679,0.4643049714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.112,27.08950372,8,0.301,63.209522608,30.498973564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",205,206,6,29,6029,"CA","kern_county",2016,1,7492.2,0.208,4.2,4,0.167,0.285,7.3,0.219,0.8041103771,0.191,0.321799308,760.1400676,58.236336679,0.2044509035,0.0004918276,2033.2329412,0.0004653614,2148.8673219,0.0014429635,693.01822504,58.7,0.8216636744,0.54,0.4654908757,0.1043538163,0.329,4.9375591296,0.3783227211,4.5248135684,561.13979412,62.591942967,9.21,1,0.2674776839,0.7677861698,0.248,384.9,54.269033345,6.4805631253,0.104,263.52899043,0.151,0.0540417625,NA,14.547952644,0.2716087924,0.0757994964,9684.79,0.0004287728,2332.2373333,NA,47451,0.6148154042,8.3,874589,0.0985582942,0.0528008013,0.0263872516,0.0502704699,0.0027029839,0.5154718388,0.3616555891,0.110398746,0.4872414357,0.1020603098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136,0.126,21.31127135,11,0.342,46.928801007,26.487328395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",206,207,6,31,6031,"CA","kings_county",2016,1,6348.7,0.216,4.4,4,0.155,0.249,7,0.184,0.5153155273,0.188,0.2093023256,356.75589969,56.513254188,0.1881542677,0.0004239534,2358.75,0.0005789617,1727.2298851,0.0015838263,631.38235294,63.09,0.7278067885,0.51,0.4805352271,0.1205721952,0.338,4.5204573965,0.3643772387,4.1070482247,397.88056239,46.759107847,8.85,1,0.24457255,0.7613549601,0.238,337.9,51.581843191,5.861086766,0.102,184.94712834,0.162,0.056404678,NA,15.040477686,0.2461009814,0.0809794148,8736.8,0.0005323786,1878.3625,NA,44490,0.5821617966,5.2,150269,0.0910234313,0.0617758819,0.0300128436,0.0442739354,0.0033539852,0.5318994603,0.3367161557,0.1074938487,0.4483226747,0.1085160346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.125,12.152198554,6,0.354,42.746744176,25.419613162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",207,208,6,33,6033,"CA","lake_county",2016,1,10644.8,0.179,4.3,4.2,0.153,0.266,6,0.219,0.8717080337,0.169,0.3815789474,243.8147633,42.720588235,0.2027221053,0.0006107109,1637.4358974,0.0004362458,2292.2857143,0.0032095226,311.57281553,49.81,0.7986348123,0.54,0.5267287527,0.0886460839,0.323,4.9823862175,0.4190884062,6.8900720326,512.28404843,132.9207705,7.21,1,0.2840452021,0.7417345696,0.359,501.3,58.140625293,5.3603335319,0.119,142.76562643,0.197,0.077333896,NA,24.682408558,0.2403502314,0.0955437509,8220.08,0.0006076281,1645.7435897,NA,36333,0.6180426463,8.2,64184,0.2061884582,0.0184002244,0.0407422411,0.0139442852,0.0025863143,0.1905926711,0.7205222485,0.031693394,0.4996416552,0.3310600789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132,0.131,45.826888927,11,0.328,60.08180814,29.778692743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",208,209,6,35,6035,"CA","lassen_county",2016,1,6744.1,0.141,3.6,3.6,0.148,0.249,4.2,0.167,0.3938959736,0.219,0.2195121951,237.6849486,34.796488428,0.1277841734,0.0004663744,2144.2,0.0010708999,933.79411765,0.002834735,352.76666667,54.85,0.7675840979,0.52,0.3964072891,0.0927091044,0.203,4.4340221844,0.3125,7.461990486,353.33326967,88.195865378,11.12,1,0.1995061728,0.7593542053,0.165,356,42.105263158,NA,0.082,141.75779668,0.177,0.297211497,NA,14.94321578,0.1533495314,0.0662711864,8587.23,0.0006299411,1587.45,NA,49995,NA,5.5,31749,0.1252637878,0.0844751016,0.0419225802,0.0142681659,0.0062364169,0.1846987307,0.6598633028,0.0197044335,0.3627515827,0.705258633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108,0.105,31.772061084,11,0.318,47.532706333,30.817923167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",209,210,6,37,6037,"CA","los_angeles_county",2016,1,5009.3,0.206,3.9,3.6,0.124,0.21,7.8,0.173,0.9757146764,0.168,0.2719238613,509.64644539,32.193108747,0.2365550176,0.0007278577,1373.894939,0.0007963067,1255.7975422,0.0025637794,390.04915757,49.03,0.8013745121,0.54,0.5962115608,0.0825900643,0.267,5.3783648143,0.3611552338,5.5095962212,473.90484672,36.343668119,8.1,1,0.3475925195,0.7255528941,0.452,262.7,39.572912642,4.7066740719,0.108,550.00457231,0.147,0.0141943731,NA,7.337061226,0.2928192384,0.0842845635,11512.27,0.0004190099,2386.5782024,NA,55686,0.5160274692,6.6,10116705,0.1218783191,0.0816884549,0.0147656772,0.1477249757,0.0037518144,0.4841245247,0.2682883409,0.1497264878,0.5074681925,0.0060521836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,0.11,7.4161294569,7,0.354,58.540031507,36.21848952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",210,211,6,39,6039,"CA","madera_county",2016,1,6855.2,0.228,4.5,4.2,0.157,0.267,7.3,0.196,0.7874192159,0.176,0.3458646617,417.8218082,55.413188542,0.2283529606,0.000472475,2116.5138889,0.0004529337,2207.8285714,0.001222921,817.71428571,49.79,0.8671328671,0.61,0.431678487,0.1104868321,0.307,4.4293467632,0.3345662724,4.9216150772,521.35320314,61.375524497,9.91,1,0.2807559729,0.7589871394,0.348,329.4,57.56650676,5.4489594806,0.112,141.85216036,0.138,0.0753312156,NA,19.770791887,0.2977655536,0.0926655707,7647.11,0.0005111681,1956.3037975,NA,43171,0.6229739484,6,154548,0.1277337785,0.0333229806,0.0454745451,0.0245943008,0.0025881927,0.5614178119,0.3580376323,0.1449980094,0.5191720372,0.3292480032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144,0.132,14.809813679,7,0.321,40.937239926,22.126795195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",211,212,6,41,6041,"CA","marin_county",2016,1,3621.6,0.107,3.1,3.2,0.105,0.181,8.3,0.108,0.9616693541,0.184,0.3170731707,181.98220011,11.374407583,0.1190966414,0.001443694,692.66756032,0.0010776606,927.93594306,0.0064506232,155.02378121,27.07,0.8166311301,0.65,0.7451344923,0.0426987312,0.101,5.6377306904,0.2279144202,8.0893309852,202.69713963,53.271063284,7.5,1,0.2436257877,0.6607205288,0.407,183.2,29.948374706,3.1402456121,0.089,407.30485414,0.119,0.0197660092,NA,4.1304030481,0.1415710362,0.0593734624,7837.15,0.0004448706,2247.8448276,NA,94549,0.2136118386,1.6,260750,0.1940095877,0.0257833174,0.010653883,0.0610162991,0.0025656759,0.1596433365,0.7218561841,0.0428620113,0.512,0.0651997354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.095,12.255154905,7,0.297,54.376061392,35.380553799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",212,213,6,43,6043,"CA","mariposa_county",2016,1,7495.3,0.13,3.6,3.7,0.127,0.234,6.9,0.169,0.5766807298,0.179,0.28,161.9659313,23.641304348,0.1559099717,0.0002816108,3551,0.0004524375,2210.25,0.0021490782,465.31578947,35.01,0.8255033557,0.59,0.6524926686,0.0879675197,0.25,5.1273888554,0.3778501629,9.5747676711,295.94930733,98.545076068,10.06,1,0.1840110269,0.6397376866,0.407,317.4,NA,NA,0.11,82.278481013,0.166,0.0592027693,NA,19.670789664,0.1760994264,0.0901848311,7661.66,0.0005089922,1964.6666667,NA,47781,0.4234986945,NA,17682,0.2452211288,0.0098405158,0.0339893677,0.0144780002,0.0016966407,0.1033819704,0.814330958,0.0115369007,0.4917995702,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107,0.111,28.12043043,11,0.284,NA,27.151212326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",213,214,6,45,6045,"CA","mendocino_county",2016,1,7596.3,0.174,4.2,4.2,0.15,0.232,6.8,0.176,0.7447547273,0.172,0.2777777778,383.17243904,38.183860099,0.2204235002,0.0009519222,1050.5060241,0.0007738793,1292.1911765,0.0044042836,227.05167959,30.99,0.8535630384,0.59,0.5500616219,0.0691065819,0.262,4.9014376078,0.3848835962,8.3723277365,501.35808058,87.495659484,7.27,1,0.2795793164,0.7342424327,0.205,350.2,53.272351649,7.3123797306,0.111,139.80318968,0.161,0.07483601,NA,17.475807439,0.2615685298,0.1103490322,6691.42,0.0007852599,1273.4637681,NA,42840,0.5727918162,5.9,87869,0.1892362494,0.0070331971,0.0629914987,0.0217938067,0.0025378689,0.2409723566,0.6623154924,0.0559550807,0.5023728505,0.4523058708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128,0.126,19.810353958,11,0.304,57.382513678,25.182304992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
